tab 	samples
azimuth	bed_dip	bed_dip_direction	citations	dip	lat	location	lon	method_codes	sample	site	software_packages
0	0	0	This study	0	35.23788	unknown	32.92075	FS-FD:SO-POM:SO-SUN	mk452	mk45	pmagpy-4.1.5
0	0	0	This study	0	35.23788	unknown	32.92075	FS-FD:SO-POM:SO-SUN	mk454	mk45	pmagpy-4.1.5
0	0	0	This study	0	35.23788	unknown	32.92075	FS-FD:SO-POM:SO-SUN	mk455	mk45	pmagpy-4.1.5
0	0	0	This study	0	35.23788	unknown	32.92075	FS-FD:SO-POM:SO-SUN	mk456	mk45	pmagpy-4.1.5
0	0	0	This study	0	35.23788	unknown	32.92075	FS-FD:SO-POM:SO-SUN	mk457	mk45	pmagpy-4.1.5
0	0	0	This study	0	35.23788	unknown	32.92075	FS-FD:SO-POM:SO-SUN	mk458	mk45	pmagpy-4.1.5
0	0	0	This study	0	35.23788	unknown	32.92075	FS-FD:SO-POM:SO-SUN	mk701	mk70	pmagpy-4.1.5
0	0	0	This study	0	35.23788	unknown	32.92075	FS-FD:SO-POM:SO-SUN	mk703	mk70	pmagpy-4.1.5
0	0	0	This study	0	35.23788	unknown	32.92075	FS-FD:SO-POM:SO-SUN	mk705	mk70	pmagpy-4.1.5
0	0	0	This study	0	35.23788	unknown	32.92075	FS-FD:SO-POM:SO-SUN	mk706	mk70	pmagpy-4.1.5
0	0	0	This study	0	35.23788	unknown	32.92075	FS-FD:SO-POM:SO-SUN	mk707	mk70	pmagpy-4.1.5
0	0	0	This study	0	35.23788	unknown	32.92075	FS-FD:SO-POM:SO-SUN	mk708	mk70	pmagpy-4.1.5
0	0	0	This study	0	35.23788	unknown	32.92075	FS-FD:SO-POM:SO-SUN	mk709	mk70	pmagpy-4.1.5
0	0	0	This study	0	35.23788	unknown	32.92075	FS-FD:SO-POM:SO-SUN	mk711	mk71	pmagpy-4.1.5
0	0	0	This study	0	35.23788	unknown	32.92075	FS-FD:SO-POM:SO-SUN	mk712	mk71	pmagpy-4.1.5
0	0	0	This study	0	35.23788	unknown	32.92075	FS-FD:SO-POM:SO-SUN	mk714	mk71	pmagpy-4.1.5
0	0	0	This study	0	35.23788	unknown	32.92075	FS-FD:SO-POM:SO-SUN	mk715	mk71	pmagpy-4.1.5
0	0	0	This study	0	35.23788	unknown	32.92075	FS-FD:SO-POM:SO-SUN	mk716	mk71	pmagpy-4.1.5
0	0	0	This study	0	35.23788	unknown	32.92075	FS-FD:SO-POM:SO-SUN	mk717	mk71	pmagpy-4.1.5
0	0	0	This study	0	35.23788	unknown	32.92075	FS-FD:SO-POM:SO-SUN	mk718	mk71	pmagpy-4.1.5
0	0	0	This study	0	35.23788	unknown	32.92075	FS-FD:SO-POM:SO-SUN	mk719	mk71	pmagpy-4.1.5
0	0	0	This study	0	35.23788	unknown	32.92075	FS-FD:SO-POM:SO-SUN	mk804	mk80	pmagpy-4.1.5
0	0	0	This study	0	35.23788	unknown	32.92075	FS-FD:SO-POM:SO-SUN	mk805	mk80	pmagpy-4.1.5
0	0	0	This study	0	35.23788	unknown	32.92075	FS-FD:SO-POM:SO-SUN	mk806	mk80	pmagpy-4.1.5
0	0	0	This study	0	35.23788	unknown	32.92075	FS-FD:SO-POM:SO-SUN	mk807	mk80	pmagpy-4.1.5
0	0	0	This study	0	35.23788	unknown	32.92075	FS-FD:SO-POM:SO-SUN	mk808	mk80	pmagpy-4.1.5
