tab	measurements
measurement	experiment	specimen	dir_dec	dir_inc	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp	citations	instrument_codes	method_codes	quality	sequence	standard	meas_n_orient	meas_temp	analysts	description	software_packages	magn_moment
M5-119E:LP-DIR-T8	M5-119E:LP-DIR-T	M5-119E	22.2	-35.1	0.000e+00	0	0	8	3.380e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	217	u	1	2.730e+02			pmagpy-4.1.5	 4.390e-10
M5-119E:LP-DIR-T9	M5-119E:LP-DIR-T	M5-119E	358.4	33.4	0.000e+00	0	0	9	3.530e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	218	u	1	2.730e+02			pmagpy-4.1.5	 1.070e-10
M5-119E:LP-DIR-T10	M5-119E:LP-DIR-T	M5-119E	218	8.3	0.000e+00	0	0	10	3.730e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	219	u	1	2.730e+02			pmagpy-4.1.5	 6.420e-10
M5-120D:LP-DIR-T0	M5-120D:LP-DIR-T	M5-120D	314.1	51.3	0.000e+00	0	0	0	2.730e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	220	u	1	2.730e+02			pmagpy-4.1.5	 4.440e-09
M5-120D:LP-DIR-T1	M5-120D:LP-DIR-T	M5-120D	319.1	48	0.000e+00	0	0	1	2.780e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	221	u	1	2.730e+02			pmagpy-4.1.5	 4.030e-09
M5-120D:LP-DIR-T2	M5-120D:LP-DIR-T	M5-120D	321.1	45.9	0.000e+00	0	0	2	2.830e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	222	u	1	2.730e+02			pmagpy-4.1.5	 2.800e-09
M5-120D:LP-DIR-T3	M5-120D:LP-DIR-T	M5-120D	323	42.7	0.000e+00	0	0	3	2.880e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	223	u	1	2.730e+02			pmagpy-4.1.5	 2.190e-09
M5-120D:LP-DIR-T4	M5-120D:LP-DIR-T	M5-120D	329.2	46.8	0.000e+00	0	0	4	2.930e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	224	u	1	2.730e+02			pmagpy-4.1.5	 1.600e-09
M5-120D:LP-DIR-T5	M5-120D:LP-DIR-T	M5-120D	333.4	47.2	0.000e+00	0	0	5	3.030e+02	This study	HUJI-2G	LT-LT-Z:LP-DIR-T	g	225	u	1	2.730e+02			pmagpy-4.1.5	 1.140e-09
M5-120D:LP-DIR-T6	M5-120D:LP-DIR-T	M5-120D	325.8	30.6	0.000e+00	0	0	6	3.130e+02	This study	HUJI-2G	LT-LT-Z:LP-DIR-T	g	226	u	1	2.730e+02			pmagpy-4.1.5	 8.340e-10
M5-120D:LP-DIR-T7	M5-120D:LP-DIR-T	M5-120D	353	29.1	0.000e+00	0	0	7	3.230e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	227	u	1	2.730e+02			pmagpy-4.1.5	 6.710e-10
M5-120D:LP-DIR-T8	M5-120D:LP-DIR-T	M5-120D	10.1	40.2	0.000e+00	0	0	8	3.380e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	228	u	1	2.730e+02			pmagpy-4.1.5	 5.740e-10
M5-120D:LP-DIR-T9	M5-120D:LP-DIR-T	M5-120D	358.7	38	0.000e+00	0	0	9	3.530e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	229	u	1	2.730e+02			pmagpy-4.1.5	 6.440e-10
M5-120D:LP-DIR-T10	M5-120D:LP-DIR-T	M5-120D	327.7	52.4	0.000e+00	0	0	10	3.730e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	230	u	1	2.730e+02			pmagpy-4.1.5	 4.720e-10
M5-120E:LP-DIR-T0	M5-120E:LP-DIR-T	M5-120E	311.8	35.3	0.000e+00	0	0	0	2.730e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	231	u	1	2.730e+02			pmagpy-4.1.5	 2.280e-08
M5-120E:LP-DIR-T1	M5-120E:LP-DIR-T	M5-120E	315.4	36.5	0.000e+00	0	0	1	2.780e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	232	u	1	2.730e+02			pmagpy-4.1.5	 1.800e-08
M5-120E:LP-DIR-T2	M5-120E:LP-DIR-T	M5-120E	318.8	43.2	0.000e+00	0	0	2	2.830e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	233	u	1	2.730e+02			pmagpy-4.1.5	 1.000e-08
M5-120E:LP-DIR-T3	M5-120E:LP-DIR-T	M5-120E	321.3	46.1	0.000e+00	0	0	3	2.880e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	234	u	1	2.730e+02			pmagpy-4.1.5	 6.140e-09
M5-120E:LP-DIR-T4	M5-120E:LP-DIR-T	M5-120E	317.4	42	0.000e+00	0	0	4	2.930e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	235	u	1	2.730e+02			pmagpy-4.1.5	 3.910e-09
M5-120E:LP-DIR-T5	M5-120E:LP-DIR-T	M5-120E	341.6	51	0.000e+00	0	0	5	3.030e+02	This study	HUJI-2G	LT-LT-Z:LP-DIR-T	g	236	u	1	2.730e+02			pmagpy-4.1.5	 2.490e-09
M5-120E:LP-DIR-T6	M5-120E:LP-DIR-T	M5-120E	336.4	36.1	0.000e+00	0	0	6	3.130e+02	This study	HUJI-2G	LT-LT-Z:LP-DIR-T	g	237	u	1	2.730e+02			pmagpy-4.1.5	 2.090e-09
M5-120E:LP-DIR-T7	M5-120E:LP-DIR-T	M5-120E	329.4	41.6	0.000e+00	0	0	7	3.230e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	238	u	1	2.730e+02			pmagpy-4.1.5	 1.510e-09
M5-120E:LP-DIR-T8	M5-120E:LP-DIR-T	M5-120E	317.5	37.9	0.000e+00	0	0	8	3.380e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	239	u	1	2.730e+02			pmagpy-4.1.5	 1.210e-09
M5-120E:LP-DIR-T9	M5-120E:LP-DIR-T	M5-120E	305.1	53.9	0.000e+00	0	0	9	3.530e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	240	u	1	2.730e+02			pmagpy-4.1.5	 6.820e-10
M5-120E:LP-DIR-T10	M5-120E:LP-DIR-T	M5-120E	247.7	36	0.000e+00	0	0	10	3.730e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	241	u	1	2.730e+02			pmagpy-4.1.5	 8.390e-10
M5-121D:LP-DIR-T0	M5-121D:LP-DIR-T	M5-121D	315.3	47.2	0.000e+00	0	0	0	2.730e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	242	u	1	2.730e+02			pmagpy-4.1.5	 4.880e-09
M5-121D:LP-DIR-T1	M5-121D:LP-DIR-T	M5-121D	315.9	44	0.000e+00	0	0	1	2.780e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	243	u	1	2.730e+02			pmagpy-4.1.5	 4.100e-09
M5-121D:LP-DIR-T2	M5-121D:LP-DIR-T	M5-121D	316.3	38.9	0.000e+00	0	0	2	2.830e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	244	u	1	2.730e+02			pmagpy-4.1.5	 2.710e-09
M5-121D:LP-DIR-T3	M5-121D:LP-DIR-T	M5-121D	318.8	32.6	0.000e+00	0	0	3	2.880e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	245	u	1	2.730e+02			pmagpy-4.1.5	 1.910e-09
M5-121D:LP-DIR-T4	M5-121D:LP-DIR-T	M5-121D	328.1	35.1	0.000e+00	0	0	4	2.930e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	246	u	1	2.730e+02			pmagpy-4.1.5	 1.490e-09
M5-121D:LP-DIR-T5	M5-121D:LP-DIR-T	M5-121D	312.9	30.8	0.000e+00	0	0	5	3.030e+02	This study	HUJI-2G	LT-LT-Z:LP-DIR-T	g	247	u	1	2.730e+02			pmagpy-4.1.5	 9.210e-10
M5-121D:LP-DIR-T6	M5-121D:LP-DIR-T	M5-121D	309.1	22.8	0.000e+00	0	0	6	3.130e+02	This study	HUJI-2G	LT-LT-Z:LP-DIR-T	g	248	u	1	2.730e+02			pmagpy-4.1.5	 7.070e-10
M5-121D:LP-DIR-T7	M5-121D:LP-DIR-T	M5-121D	297.6	23.4	0.000e+00	0	0	7	3.230e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	249	u	1	2.730e+02			pmagpy-4.1.5	 6.520e-10
M5-121D:LP-DIR-T8	M5-121D:LP-DIR-T	M5-121D	317.7	4.9	0.000e+00	0	0	8	3.380e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	250	u	1	2.730e+02			pmagpy-4.1.5	 3.690e-10
M5-121D:LP-DIR-T9	M5-121D:LP-DIR-T	M5-121D	342.9	15.2	0.000e+00	0	0	9	3.530e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	251	u	1	2.730e+02			pmagpy-4.1.5	 6.020e-10
M5-121D:LP-DIR-T10	M5-121D:LP-DIR-T	M5-121D	303.8	13.5	0.000e+00	0	0	10	3.730e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	252	u	1	2.730e+02			pmagpy-4.1.5	 6.600e-10
M5-121E:LP-DIR-T0	M5-121E:LP-DIR-T	M5-121E	323.9	39.1	0.000e+00	0	0	0	2.730e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	253	u	1	2.730e+02			pmagpy-4.1.5	 1.940e-08
M5-121E:LP-DIR-T1	M5-121E:LP-DIR-T	M5-121E	324.5	45.4	0.000e+00	0	0	1	2.780e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	254	u	1	2.730e+02			pmagpy-4.1.5	 1.350e-08
M5-121E:LP-DIR-T2	M5-121E:LP-DIR-T	M5-121E	328.3	51.1	0.000e+00	0	0	2	2.830e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	255	u	1	2.730e+02			pmagpy-4.1.5	 7.940e-09
M5-121E:LP-DIR-T3	M5-121E:LP-DIR-T	M5-121E	332.4	53.1	0.000e+00	0	0	3	2.880e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	256	u	1	2.730e+02			pmagpy-4.1.5	 5.340e-09
M5-121E:LP-DIR-T4	M5-121E:LP-DIR-T	M5-121E	323.4	52.8	0.000e+00	0	0	4	2.930e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	257	u	1	2.730e+02			pmagpy-4.1.5	 3.920e-09
M5-121E:LP-DIR-T5	M5-121E:LP-DIR-T	M5-121E	316.2	47.1	0.000e+00	0	0	5	3.030e+02	This study	HUJI-2G	LT-LT-Z:LP-DIR-T	g	258	u	1	2.730e+02			pmagpy-4.1.5	 2.660e-09
M5-121E:LP-DIR-T6	M5-121E:LP-DIR-T	M5-121E	334.3	68.4	0.000e+00	0	0	6	3.130e+02	This study	HUJI-2G	LT-LT-Z:LP-DIR-T	g	259	u	1	2.730e+02			pmagpy-4.1.5	 1.830e-09
M5-121E:LP-DIR-T7	M5-121E:LP-DIR-T	M5-121E	330.4	51.2	0.000e+00	0	0	7	3.230e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	260	u	1	2.730e+02			pmagpy-4.1.5	 1.370e-09
M5-121E:LP-DIR-T8	M5-121E:LP-DIR-T	M5-121E	36.3	70.9	0.000e+00	0	0	8	3.380e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	261	u	1	2.730e+02			pmagpy-4.1.5	 8.390e-10
M5-121E:LP-DIR-T9	M5-121E:LP-DIR-T	M5-121E	252	70.6	0.000e+00	0	0	9	3.530e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	262	u	1	2.730e+02			pmagpy-4.1.5	 8.210e-10
M5-121E:LP-DIR-T10	M5-121E:LP-DIR-T	M5-121E	33.7	49.3	0.000e+00	0	0	10	3.730e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	263	u	1	2.730e+02			pmagpy-4.1.5	 7.330e-10
M5-122D:LP-DIR-T0	M5-122D:LP-DIR-T	M5-122D	318	49.9	0.000e+00	0	0	0	2.730e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	264	u	1	2.730e+02			pmagpy-4.1.5	 5.550e-09
M5-122D:LP-DIR-T1	M5-122D:LP-DIR-T	M5-122D	320.1	46.6	0.000e+00	0	0	1	2.780e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	265	u	1	2.730e+02			pmagpy-4.1.5	 4.560e-09
M5-122D:LP-DIR-T2	M5-122D:LP-DIR-T	M5-122D	325.8	46.3	0.000e+00	0	0	2	2.830e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	266	u	1	2.730e+02			pmagpy-4.1.5	 2.930e-09
M5-122D:LP-DIR-T3	M5-122D:LP-DIR-T	M5-122D	332.9	53.1	0.000e+00	0	0	3	2.880e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	267	u	1	2.730e+02			pmagpy-4.1.5	 2.070e-09
M5-122D:LP-DIR-T4	M5-122D:LP-DIR-T	M5-122D	318.2	43.1	0.000e+00	0	0	4	2.930e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	268	u	1	2.730e+02			pmagpy-4.1.5	 1.490e-09
M5-122D:LP-DIR-T5	M5-122D:LP-DIR-T	M5-122D	327.7	37.1	0.000e+00	0	0	5	3.030e+02	This study	HUJI-2G	LT-LT-Z:LP-DIR-T	g	269	u	1	2.730e+02			pmagpy-4.1.5	 9.230e-10
M5-122D:LP-DIR-T6	M5-122D:LP-DIR-T	M5-122D	338.7	39.1	0.000e+00	0	0	6	3.130e+02	This study	HUJI-2G	LT-LT-Z:LP-DIR-T	g	270	u	1	2.730e+02			pmagpy-4.1.5	 8.980e-10
M5-122D:LP-DIR-T7	M5-122D:LP-DIR-T	M5-122D	329.8	41.2	0.000e+00	0	0	7	3.230e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	271	u	1	2.730e+02			pmagpy-4.1.5	 6.170e-10
M5-122D:LP-DIR-T8	M5-122D:LP-DIR-T	M5-122D	332.4	28.5	0.000e+00	0	0	8	3.380e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	272	u	1	2.730e+02			pmagpy-4.1.5	 2.060e-10
M5-122D:LP-DIR-T9	M5-122D:LP-DIR-T	M5-122D	353.4	58.8	0.000e+00	0	0	9	3.530e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	273	u	1	2.730e+02			pmagpy-4.1.5	 3.910e-10
M5-122D:LP-DIR-T10	M5-122D:LP-DIR-T	M5-122D	118.3	42.6	0.000e+00	0	0	10	3.730e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	274	u	1	2.730e+02			pmagpy-4.1.5	 2.770e-10
M5-122E:LP-DIR-T0	M5-122E:LP-DIR-T	M5-122E	352.9	59.7	0.000e+00	0	0	0	2.730e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	275	u	1	2.730e+02			pmagpy-4.1.5	 1.450e-08
M5-122E:LP-DIR-T1	M5-122E:LP-DIR-T	M5-122E	355.5	50	0.000e+00	0	0	1	2.780e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	276	u	1	2.730e+02			pmagpy-4.1.5	 1.270e-08
M5-122E:LP-DIR-T2	M5-122E:LP-DIR-T	M5-122E	358.4	51.5	0.000e+00	0	0	2	2.830e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	277	u	1	2.730e+02			pmagpy-4.1.5	 7.940e-09
M5-122E:LP-DIR-T3	M5-122E:LP-DIR-T	M5-122E	353.7	51.3	0.000e+00	0	0	3	2.880e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	278	u	1	2.730e+02			pmagpy-4.1.5	 5.880e-09
M5-122E:LP-DIR-T4	M5-122E:LP-DIR-T	M5-122E	1.6	52.7	0.000e+00	0	0	4	2.930e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	279	u	1	2.730e+02			pmagpy-4.1.5	 3.510e-09
M5-122E:LP-DIR-T5	M5-122E:LP-DIR-T	M5-122E	8.4	53.3	0.000e+00	0	0	5	3.030e+02	This study	HUJI-2G	LT-LT-Z:LP-DIR-T	g	280	u	1	2.730e+02			pmagpy-4.1.5	 1.950e-09
M5-122E:LP-DIR-T6	M5-122E:LP-DIR-T	M5-122E	285.4	70	0.000e+00	0	0	6	3.130e+02	This study	HUJI-2G	LT-LT-Z:LP-DIR-T	g	281	u	1	2.730e+02			pmagpy-4.1.5	 1.200e-09
M5-122E:LP-DIR-T7	M5-122E:LP-DIR-T	M5-122E	293.5	71.6	0.000e+00	0	0	7	3.230e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	282	u	1	2.730e+02			pmagpy-4.1.5	 1.150e-09
M5-122E:LP-DIR-T8	M5-122E:LP-DIR-T	M5-122E	239.6	64	0.000e+00	0	0	8	3.380e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	283	u	1	2.730e+02			pmagpy-4.1.5	 5.750e-10
M5-122E:LP-DIR-T9	M5-122E:LP-DIR-T	M5-122E	284.9	58.1	0.000e+00	0	0	9	3.530e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	284	u	1	2.730e+02			pmagpy-4.1.5	 8.100e-10
M5-122E:LP-DIR-T10	M5-122E:LP-DIR-T	M5-122E	93.4	50.5	0.000e+00	0	0	10	3.730e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	285	u	1	2.730e+02			pmagpy-4.1.5	 6.530e-10
M5-123D:LP-DIR-T0	M5-123D:LP-DIR-T	M5-123D	313	53.4	0.000e+00	0	0	0	2.730e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	286	u	1	2.730e+02			pmagpy-4.1.5	 7.830e-09
M5-123D:LP-DIR-T1	M5-123D:LP-DIR-T	M5-123D	317	52.1	0.000e+00	0	0	1	2.780e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	287	u	1	2.730e+02			pmagpy-4.1.5	 6.620e-09
M5-123D:LP-DIR-T2	M5-123D:LP-DIR-T	M5-123D	323.2	50.2	0.000e+00	0	0	2	2.830e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	288	u	1	2.730e+02			pmagpy-4.1.5	 4.510e-09
M5-123D:LP-DIR-T3	M5-123D:LP-DIR-T	M5-123D	322	46.1	0.000e+00	0	0	3	2.880e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	289	u	1	2.730e+02			pmagpy-4.1.5	 3.260e-09
M5-123D:LP-DIR-T4	M5-123D:LP-DIR-T	M5-123D	321.5	45.3	0.000e+00	0	0	4	2.930e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	290	u	1	2.730e+02			pmagpy-4.1.5	 2.400e-09
M5-123D:LP-DIR-T5	M5-123D:LP-DIR-T	M5-123D	315.8	53.8	0.000e+00	0	0	5	3.030e+02	This study	HUJI-2G	LT-LT-Z:LP-DIR-T	g	291	u	1	2.730e+02			pmagpy-4.1.5	 1.580e-09
M5-123D:LP-DIR-T6	M5-123D:LP-DIR-T	M5-123D	314	37.3	0.000e+00	0	0	6	3.130e+02	This study	HUJI-2G	LT-LT-Z:LP-DIR-T	g	292	u	1	2.730e+02			pmagpy-4.1.5	 1.420e-09
M5-123D:LP-DIR-T7	M5-123D:LP-DIR-T	M5-123D	335.6	4.9	0.000e+00	0	0	7	3.230e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	293	u	1	2.730e+02			pmagpy-4.1.5	 7.610e-10
M5-123D:LP-DIR-T8	M5-123D:LP-DIR-T	M5-123D	303.2	37.3	0.000e+00	0	0	8	3.380e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	294	u	1	2.730e+02			pmagpy-4.1.5	 1.300e-09
M5-123D:LP-DIR-T9	M5-123D:LP-DIR-T	M5-123D	338	37.4	0.000e+00	0	0	9	3.530e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	295	u	1	2.730e+02			pmagpy-4.1.5	 8.840e-10
M5-123D:LP-DIR-T10	M5-123D:LP-DIR-T	M5-123D	242.4	43.9	0.000e+00	0	0	10	3.730e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	296	u	1	2.730e+02			pmagpy-4.1.5	 8.860e-10
M5-123E:LP-DIR-T0	M5-123E:LP-DIR-T	M5-123E	187.4	55.9	0.000e+00	0	0	0	2.730e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	297	u	1	2.730e+02			pmagpy-4.1.5	 1.740e-08
M5-123E:LP-DIR-T1	M5-123E:LP-DIR-T	M5-123E	315.3	79.5	0.000e+00	0	0	1	2.780e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	298	u	1	2.730e+02			pmagpy-4.1.5	 1.210e-08
M5-123E:LP-DIR-T2	M5-123E:LP-DIR-T	M5-123E	0.2	58.1	0.000e+00	0	0	2	2.830e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	299	u	1	2.730e+02			pmagpy-4.1.5	 8.350e-09
M5-123E:LP-DIR-T3	M5-123E:LP-DIR-T	M5-123E	6.9	56	0.000e+00	0	0	3	2.880e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	300	u	1	2.730e+02			pmagpy-4.1.5	 5.770e-09
M5-123E:LP-DIR-T4	M5-123E:LP-DIR-T	M5-123E	350.7	55.9	0.000e+00	0	0	4	2.930e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	301	u	1	2.730e+02			pmagpy-4.1.5	 3.960e-09
M5-123E:LP-DIR-T5	M5-123E:LP-DIR-T	M5-123E	351.2	54.9	0.000e+00	0	0	5	3.030e+02	This study	HUJI-2G	LT-LT-Z:LP-DIR-T	g	302	u	1	2.730e+02			pmagpy-4.1.5	 2.250e-09
M5-123E:LP-DIR-T6	M5-123E:LP-DIR-T	M5-123E	4.6	58.9	0.000e+00	0	0	6	3.130e+02	This study	HUJI-2G	LT-LT-Z:LP-DIR-T	g	303	u	1	2.730e+02			pmagpy-4.1.5	 1.610e-09
M5-123E:LP-DIR-T7	M5-123E:LP-DIR-T	M5-123E	27	79.7	0.000e+00	0	0	7	3.230e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	304	u	1	2.730e+02			pmagpy-4.1.5	 1.220e-09
M5-123E:LP-DIR-T8	M5-123E:LP-DIR-T	M5-123E	333	49.6	0.000e+00	0	0	8	3.380e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	305	u	1	2.730e+02			pmagpy-4.1.5	 1.100e-09
M5-123E:LP-DIR-T9	M5-123E:LP-DIR-T	M5-123E	14.9	40.3	0.000e+00	0	0	9	3.530e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	306	u	1	2.730e+02			pmagpy-4.1.5	 3.040e-11
M5-123E:LP-DIR-T10	M5-123E:LP-DIR-T	M5-123E	301.3	15.2	0.000e+00	0	0	10	3.730e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	307	u	1	2.730e+02			pmagpy-4.1.5	 1.190e-09
M5-124D:LP-DIR-T0	M5-124D:LP-DIR-T	M5-124D	317.6	52.5	0.000e+00	0	0	0	2.730e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	308	u	1	2.730e+02			pmagpy-4.1.5	 4.600e-09
M5-124D:LP-DIR-T1	M5-124D:LP-DIR-T	M5-124D	320.1	48.9	0.000e+00	0	0	1	2.780e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	309	u	1	2.730e+02			pmagpy-4.1.5	 3.780e-09
M5-124D:LP-DIR-T2	M5-124D:LP-DIR-T	M5-124D	332.5	51.8	0.000e+00	0	0	2	2.830e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	310	u	1	2.730e+02			pmagpy-4.1.5	 2.560e-09
M5-124D:LP-DIR-T3	M5-124D:LP-DIR-T	M5-124D	325.6	52.6	0.000e+00	0	0	3	2.880e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	311	u	1	2.730e+02			pmagpy-4.1.5	 1.910e-09
M5-124D:LP-DIR-T4	M5-124D:LP-DIR-T	M5-124D	341.9	55.1	0.000e+00	0	0	4	2.930e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	312	u	1	2.730e+02			pmagpy-4.1.5	 1.210e-09
M5-124D:LP-DIR-T5	M5-124D:LP-DIR-T	M5-124D	316.2	66.4	0.000e+00	0	0	5	3.030e+02	This study	HUJI-2G	LT-LT-Z:LP-DIR-T	g	313	u	1	2.730e+02			pmagpy-4.1.5	 8.650e-10
M5-124D:LP-DIR-T6	M5-124D:LP-DIR-T	M5-124D	298.8	28.7	0.000e+00	0	0	6	3.130e+02	This study	HUJI-2G	LT-LT-Z:LP-DIR-T	g	314	u	1	2.730e+02			pmagpy-4.1.5	 7.040e-10
M5-124D:LP-DIR-T7	M5-124D:LP-DIR-T	M5-124D	313.3	32.3	0.000e+00	0	0	7	3.230e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	315	u	1	2.730e+02			pmagpy-4.1.5	 6.520e-10
M5-124D:LP-DIR-T8	M5-124D:LP-DIR-T	M5-124D	316.1	34.8	0.000e+00	0	0	8	3.380e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	316	u	1	2.730e+02			pmagpy-4.1.5	 6.490e-10
M5-124D:LP-DIR-T9	M5-124D:LP-DIR-T	M5-124D	321.3	38.7	0.000e+00	0	0	9	3.530e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	317	u	1	2.730e+02			pmagpy-4.1.5	 4.630e-10
M5-124D:LP-DIR-T10	M5-124D:LP-DIR-T	M5-124D	343.5	39.4	0.000e+00	0	0	10	3.730e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	318	u	1	2.730e+02			pmagpy-4.1.5	 3.410e-10
M5-124E:LP-DIR-T0	M5-124E:LP-DIR-T	M5-124E	353.7	36.2	0.000e+00	0	0	0	2.730e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	319	u	1	2.730e+02			pmagpy-4.1.5	 1.290e-08
M5-124E:LP-DIR-T1	M5-124E:LP-DIR-T	M5-124E	355	34.3	0.000e+00	0	0	1	2.780e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	320	u	1	2.730e+02			pmagpy-4.1.5	 1.060e-08
M5-124E:LP-DIR-T2	M5-124E:LP-DIR-T	M5-124E	354.3	30.9	0.000e+00	0	0	2	2.830e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	321	u	1	2.730e+02			pmagpy-4.1.5	 7.080e-09
M5-124E:LP-DIR-T3	M5-124E:LP-DIR-T	M5-124E	354.1	37.1	0.000e+00	0	0	3	2.880e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	322	u	1	2.730e+02			pmagpy-4.1.5	 4.950e-09
M5-124E:LP-DIR-T4	M5-124E:LP-DIR-T	M5-124E	350.5	35.3	0.000e+00	0	0	4	2.930e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	323	u	1	2.730e+02			pmagpy-4.1.5	 3.390e-09
M5-124E:LP-DIR-T5	M5-124E:LP-DIR-T	M5-124E	333.9	26.3	0.000e+00	0	0	5	3.030e+02	This study	HUJI-2G	LT-LT-Z:LP-DIR-T	g	324	u	1	2.730e+02			pmagpy-4.1.5	 1.880e-09
M5-124E:LP-DIR-T6	M5-124E:LP-DIR-T	M5-124E	356.9	41.2	0.000e+00	0	0	6	3.130e+02	This study	HUJI-2G	LT-LT-Z:LP-DIR-T	g	325	u	1	2.730e+02			pmagpy-4.1.5	 1.630e-09
