tab	measurements
measurement	experiment	specimen	dir_dec	dir_inc	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp	citations	instrument_codes	method_codes	quality	sequence	standard	meas_n_orient	meas_temp	analysts	description	software_packages	magn_moment
M5-110D:LP-DIR-T10	M5-110D:LP-DIR-T	M5-110D	307.2	1.1	0.000e+00	0	0	10	3.730e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	10	u	1	2.730e+02			pmagpy-4.1.5	 1.120e-09
M5-110E:LP-DIR-T0	M5-110E:LP-DIR-T	M5-110E	325.2	33	0.000e+00	0	0	0	2.730e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	11	u	1	2.730e+02			pmagpy-4.1.5	 1.360e-08
M5-110E:LP-DIR-T1	M5-110E:LP-DIR-T	M5-110E	331.3	34	0.000e+00	0	0	1	2.780e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	12	u	1	2.730e+02			pmagpy-4.1.5	 1.240e-08
M5-110E:LP-DIR-T2	M5-110E:LP-DIR-T	M5-110E	334	39.9	0.000e+00	0	0	2	2.830e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	13	u	1	2.730e+02			pmagpy-4.1.5	 7.130e-09
M5-110E:LP-DIR-T3	M5-110E:LP-DIR-T	M5-110E	337.9	37.7	0.000e+00	0	0	3	2.880e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	14	u	1	2.730e+02			pmagpy-4.1.5	 4.690e-09
M5-110E:LP-DIR-T4	M5-110E:LP-DIR-T	M5-110E	337.2	37.2	0.000e+00	0	0	4	2.930e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	15	u	1	2.730e+02			pmagpy-4.1.5	 3.650e-09
M5-110E:LP-DIR-T5	M5-110E:LP-DIR-T	M5-110E	328.1	47.1	0.000e+00	0	0	5	3.030e+02	This study	HUJI-2G	LT-LT-Z:LP-DIR-T	g	16	u	1	2.730e+02			pmagpy-4.1.5	 2.000e-09
M5-110E:LP-DIR-T6	M5-110E:LP-DIR-T	M5-110E	308.7	31.6	0.000e+00	0	0	6	3.130e+02	This study	HUJI-2G	LT-LT-Z:LP-DIR-T	g	17	u	1	2.730e+02			pmagpy-4.1.5	 1.530e-09
M5-110E:LP-DIR-T7	M5-110E:LP-DIR-T	M5-110E	313.9	32.3	0.000e+00	0	0	7	3.230e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	18	u	1	2.730e+02			pmagpy-4.1.5	 1.190e-09
M5-110E:LP-DIR-T8	M5-110E:LP-DIR-T	M5-110E	331.2	47.3	0.000e+00	0	0	8	3.380e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	19	u	1	2.730e+02			pmagpy-4.1.5	 9.300e-10
M5-110E:LP-DIR-T9	M5-110E:LP-DIR-T	M5-110E	5.9	6.3	0.000e+00	0	0	9	3.530e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	20	u	1	2.730e+02			pmagpy-4.1.5	 7.960e-10
M5-110E:LP-DIR-T10	M5-110E:LP-DIR-T	M5-110E	299.9	23	0.000e+00	0	0	10	3.730e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	21	u	1	2.730e+02			pmagpy-4.1.5	 7.600e-10
M5-111D:LP-DIR-T0	M5-111D:LP-DIR-T	M5-111D	315	47.7	0.000e+00	0	0	0	2.730e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	22	u	1	2.730e+02			pmagpy-4.1.5	 5.260e-09
M5-111D:LP-DIR-T1	M5-111D:LP-DIR-T	M5-111D	318.5	45.2	0.000e+00	0	0	1	2.780e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	23	u	1	2.730e+02			pmagpy-4.1.5	 4.460e-09
M5-111D:LP-DIR-T2	M5-111D:LP-DIR-T	M5-111D	316	40.7	0.000e+00	0	0	2	2.830e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	24	u	1	2.730e+02			pmagpy-4.1.5	 2.990e-09
M5-111D:LP-DIR-T3	M5-111D:LP-DIR-T	M5-111D	313.9	40.9	0.000e+00	0	0	3	2.880e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	25	u	1	2.730e+02			pmagpy-4.1.5	 1.960e-09
M5-111D:LP-DIR-T4	M5-111D:LP-DIR-T	M5-111D	306.2	31.1	0.000e+00	0	0	4	2.930e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	26	u	1	2.730e+02			pmagpy-4.1.5	 1.390e-09
M5-111D:LP-DIR-T5	M5-111D:LP-DIR-T	M5-111D	306.6	25.8	0.000e+00	0	0	5	3.030e+02	This study	HUJI-2G	LT-LT-Z:LP-DIR-T	g	27	u	1	2.730e+02			pmagpy-4.1.5	 7.990e-10
M5-111D:LP-DIR-T6	M5-111D:LP-DIR-T	M5-111D	291.4	51.6	0.000e+00	0	0	6	3.130e+02	This study	HUJI-2G	LT-LT-Z:LP-DIR-T	g	28	u	1	2.730e+02			pmagpy-4.1.5	 8.090e-10
M5-111D:LP-DIR-T7	M5-111D:LP-DIR-T	M5-111D	332.4	35.3	0.000e+00	0	0	7	3.230e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	29	u	1	2.730e+02			pmagpy-4.1.5	 3.490e-10
M5-111D:LP-DIR-T8	M5-111D:LP-DIR-T	M5-111D	320.6	35.1	0.000e+00	0	0	8	3.380e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	30	u	1	2.730e+02			pmagpy-4.1.5	 4.090e-10
M5-111D:LP-DIR-T9	M5-111D:LP-DIR-T	M5-111D	280.9	66.5	0.000e+00	0	0	9	3.530e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	31	u	1	2.730e+02			pmagpy-4.1.5	 4.280e-10
M5-111D:LP-DIR-T10	M5-111D:LP-DIR-T	M5-111D	300.9	-5.5	0.000e+00	0	0	10	3.730e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	32	u	1	2.730e+02			pmagpy-4.1.5	 4.970e-10
M5-111E:LP-DIR-T0	M5-111E:LP-DIR-T	M5-111E	247.3	59.9	0.000e+00	0	0	0	2.730e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	33	u	1	2.730e+02			pmagpy-4.1.5	 8.370e-09
M5-111E:LP-DIR-T1	M5-111E:LP-DIR-T	M5-111E	286.9	58	0.000e+00	0	0	1	2.780e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	34	u	1	2.730e+02			pmagpy-4.1.5	 6.780e-09
M5-111E:LP-DIR-T2	M5-111E:LP-DIR-T	M5-111E	301.9	52	0.000e+00	0	0	2	2.830e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	35	u	1	2.730e+02			pmagpy-4.1.5	 4.950e-09
M5-111E:LP-DIR-T3	M5-111E:LP-DIR-T	M5-111E	312	50.7	0.000e+00	0	0	3	2.880e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	36	u	1	2.730e+02			pmagpy-4.1.5	 3.540e-09
M5-111E:LP-DIR-T4	M5-111E:LP-DIR-T	M5-111E	312.6	51.3	0.000e+00	0	0	4	2.930e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	37	u	1	2.730e+02			pmagpy-4.1.5	 2.600e-09
M5-111E:LP-DIR-T5	M5-111E:LP-DIR-T	M5-111E	319.6	42.7	0.000e+00	0	0	5	3.030e+02	This study	HUJI-2G	LT-LT-Z:LP-DIR-T	g	38	u	1	2.730e+02			pmagpy-4.1.5	 1.580e-09
M5-111E:LP-DIR-T6	M5-111E:LP-DIR-T	M5-111E	321.1	40	0.000e+00	0	0	6	3.130e+02	This study	HUJI-2G	LT-LT-Z:LP-DIR-T	g	39	u	1	2.730e+02			pmagpy-4.1.5	 9.410e-10
M5-111E:LP-DIR-T7	M5-111E:LP-DIR-T	M5-111E	314.2	35.1	0.000e+00	0	0	7	3.230e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	40	u	1	2.730e+02			pmagpy-4.1.5	 1.420e-09
M5-111E:LP-DIR-T8	M5-111E:LP-DIR-T	M5-111E	274.5	21	0.000e+00	0	0	8	3.380e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	41	u	1	2.730e+02			pmagpy-4.1.5	 7.220e-10
M5-111E:LP-DIR-T9	M5-111E:LP-DIR-T	M5-111E	297.4	25.1	0.000e+00	0	0	9	3.530e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	42	u	1	2.730e+02			pmagpy-4.1.5	 8.500e-10
M5-111E:LP-DIR-T10	M5-111E:LP-DIR-T	M5-111E	302	35.8	0.000e+00	0	0	10	3.730e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	43	u	1	2.730e+02			pmagpy-4.1.5	 7.030e-10
M5-112D:LP-DIR-T0	M5-112D:LP-DIR-T	M5-112D	334	49.6	0.000e+00	0	0	0	2.730e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	44	u	1	2.730e+02			pmagpy-4.1.5	 6.190e-09
M5-112D:LP-DIR-T1	M5-112D:LP-DIR-T	M5-112D	316.9	47.6	0.000e+00	0	0	1	2.780e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	45	u	1	2.730e+02			pmagpy-4.1.5	 5.130e-09
M5-112D:LP-DIR-T2	M5-112D:LP-DIR-T	M5-112D	313.5	43.3	0.000e+00	0	0	2	2.830e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	46	u	1	2.730e+02			pmagpy-4.1.5	 3.320e-09
M5-112D:LP-DIR-T3	M5-112D:LP-DIR-T	M5-112D	312.9	41.3	0.000e+00	0	0	3	2.880e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	47	u	1	2.730e+02			pmagpy-4.1.5	 2.550e-09
M5-112D:LP-DIR-T4	M5-112D:LP-DIR-T	M5-112D	310.5	43.8	0.000e+00	0	0	4	2.930e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	48	u	1	2.730e+02			pmagpy-4.1.5	 1.870e-09
M5-112D:LP-DIR-T5	M5-112D:LP-DIR-T	M5-112D	321.4	35	0.000e+00	0	0	5	3.030e+02	This study	HUJI-2G	LT-LT-Z:LP-DIR-T	g	49	u	1	2.730e+02			pmagpy-4.1.5	 1.250e-09
M5-112D:LP-DIR-T6	M5-112D:LP-DIR-T	M5-112D	298.7	51.5	0.000e+00	0	0	6	3.130e+02	This study	HUJI-2G	LT-LT-Z:LP-DIR-T	g	50	u	1	2.730e+02			pmagpy-4.1.5	 7.770e-10
M5-112D:LP-DIR-T7	M5-112D:LP-DIR-T	M5-112D	288.9	46.6	0.000e+00	0	0	7	3.230e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	51	u	1	2.730e+02			pmagpy-4.1.5	 3.790e-10
M5-112D:LP-DIR-T8	M5-112D:LP-DIR-T	M5-112D	287.5	-13.3	0.000e+00	0	0	8	3.380e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	52	u	1	2.730e+02			pmagpy-4.1.5	 2.410e-10
M5-112D:LP-DIR-T9	M5-112D:LP-DIR-T	M5-112D	71.4	39.8	0.000e+00	0	0	9	3.530e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	53	u	1	2.730e+02			pmagpy-4.1.5	 2.410e-10
M5-112D:LP-DIR-T10	M5-112D:LP-DIR-T	M5-112D	231.8	-0.4	0.000e+00	0	0	10	3.730e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	54	u	1	2.730e+02			pmagpy-4.1.5	 3.540e-10
M5-112E:LP-DIR-T0	M5-112E:LP-DIR-T	M5-112E	322.8	35.7	0.000e+00	0	0	0	2.730e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	55	u	1	2.730e+02			pmagpy-4.1.5	 9.590e-09
M5-112E:LP-DIR-T1	M5-112E:LP-DIR-T	M5-112E	325.7	40.6	0.000e+00	0	0	1	2.780e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	56	u	1	2.730e+02			pmagpy-4.1.5	 6.870e-09
M5-112E:LP-DIR-T2	M5-112E:LP-DIR-T	M5-112E	324.7	41.5	0.000e+00	0	0	2	2.830e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	57	u	1	2.730e+02			pmagpy-4.1.5	 4.440e-09
M5-112E:LP-DIR-T3	M5-112E:LP-DIR-T	M5-112E	325.5	36.3	0.000e+00	0	0	3	2.880e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	58	u	1	2.730e+02			pmagpy-4.1.5	 2.990e-09
M5-112E:LP-DIR-T4	M5-112E:LP-DIR-T	M5-112E	333.7	40.6	0.000e+00	0	0	4	2.930e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	59	u	1	2.730e+02			pmagpy-4.1.5	 2.390e-09
M5-112E:LP-DIR-T5	M5-112E:LP-DIR-T	M5-112E	327.3	45.7	0.000e+00	0	0	5	3.030e+02	This study	HUJI-2G	LT-LT-Z:LP-DIR-T	g	60	u	1	2.730e+02			pmagpy-4.1.5	 1.510e-09
M5-112E:LP-DIR-T6	M5-112E:LP-DIR-T	M5-112E	297.1	62.6	0.000e+00	0	0	6	3.130e+02	This study	HUJI-2G	LT-LT-Z:LP-DIR-T	g	61	u	1	2.730e+02			pmagpy-4.1.5	 1.000e-09
M5-112E:LP-DIR-T7	M5-112E:LP-DIR-T	M5-112E	290.4	24.8	0.000e+00	0	0	7	3.230e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	62	u	1	2.730e+02			pmagpy-4.1.5	 8.380e-10
M5-112E:LP-DIR-T8	M5-112E:LP-DIR-T	M5-112E	324.9	26.5	0.000e+00	0	0	8	3.380e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	63	u	1	2.730e+02			pmagpy-4.1.5	 7.300e-10
M5-112E:LP-DIR-T9	M5-112E:LP-DIR-T	M5-112E	341.9	24	0.000e+00	0	0	9	3.530e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	64	u	1	2.730e+02			pmagpy-4.1.5	 8.470e-10
M5-112E:LP-DIR-T10	M5-112E:LP-DIR-T	M5-112E	301.3	14.2	0.000e+00	0	0	10	3.730e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	65	u	1	2.730e+02			pmagpy-4.1.5	 2.970e-10
M5-113D:LP-DIR-T0	M5-113D:LP-DIR-T	M5-113D	337.2	31.6	0.000e+00	0	0	0	2.730e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	66	u	1	2.730e+02			pmagpy-4.1.5	 1.940e-08
M5-113D:LP-DIR-T1	M5-113D:LP-DIR-T	M5-113D	329.5	37	0.000e+00	0	0	1	2.780e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	67	u	1	2.730e+02			pmagpy-4.1.5	 1.220e-08
M5-113D:LP-DIR-T2	M5-113D:LP-DIR-T	M5-113D	327.3	35.3	0.000e+00	0	0	2	2.830e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	68	u	1	2.730e+02			pmagpy-4.1.5	 6.530e-09
M5-113D:LP-DIR-T3	M5-113D:LP-DIR-T	M5-113D	323.8	33.1	0.000e+00	0	0	3	2.880e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	69	u	1	2.730e+02			pmagpy-4.1.5	 4.210e-09
M5-113D:LP-DIR-T4	M5-113D:LP-DIR-T	M5-113D	327.2	36.1	0.000e+00	0	0	4	2.930e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	70	u	1	2.730e+02			pmagpy-4.1.5	 2.820e-09
M5-113D:LP-DIR-T5	M5-113D:LP-DIR-T	M5-113D	328.6	26.6	0.000e+00	0	0	5	3.030e+02	This study	HUJI-2G	LT-LT-Z:LP-DIR-T	g	71	u	1	2.730e+02			pmagpy-4.1.5	 1.790e-09
M5-113D:LP-DIR-T6	M5-113D:LP-DIR-T	M5-113D	343.8	40.2	0.000e+00	0	0	6	3.130e+02	This study	HUJI-2G	LT-LT-Z:LP-DIR-T	g	72	u	1	2.730e+02			pmagpy-4.1.5	 8.150e-10
M5-113D:LP-DIR-T7	M5-113D:LP-DIR-T	M5-113D	308	17.2	0.000e+00	0	0	7	3.230e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	73	u	1	2.730e+02			pmagpy-4.1.5	 1.130e-09
M5-113D:LP-DIR-T8	M5-113D:LP-DIR-T	M5-113D	305.7	34.5	0.000e+00	0	0	8	3.380e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	74	u	1	2.730e+02			pmagpy-4.1.5	 1.000e-09
M5-113D:LP-DIR-T9	M5-113D:LP-DIR-T	M5-113D	294	-11	0.000e+00	0	0	9	3.530e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	75	u	1	2.730e+02			pmagpy-4.1.5	 5.330e-10
M5-113D:LP-DIR-T10	M5-113D:LP-DIR-T	M5-113D	350.8	-15.8	0.000e+00	0	0	10	3.730e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	76	u	1	2.730e+02			pmagpy-4.1.5	 4.180e-10
M5-113E:LP-DIR-T0	M5-113E:LP-DIR-T	M5-113E	330	24.7	0.000e+00	0	0	0	2.730e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	77	u	1	2.730e+02			pmagpy-4.1.5	 1.690e-08
M5-113E:LP-DIR-T1	M5-113E:LP-DIR-T	M5-113E	330.2	32.2	0.000e+00	0	0	1	2.780e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	78	u	1	2.730e+02			pmagpy-4.1.5	 1.140e-08
M5-113E:LP-DIR-T2	M5-113E:LP-DIR-T	M5-113E	331.2	36.7	0.000e+00	0	0	2	2.830e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	79	u	1	2.730e+02			pmagpy-4.1.5	 6.980e-09
M5-113E:LP-DIR-T3	M5-113E:LP-DIR-T	M5-113E	327.7	37.7	0.000e+00	0	0	3	2.880e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	80	u	1	2.730e+02			pmagpy-4.1.5	 4.540e-09
M5-113E:LP-DIR-T4	M5-113E:LP-DIR-T	M5-113E	325.2	35.2	0.000e+00	0	0	4	2.930e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	81	u	1	2.730e+02			pmagpy-4.1.5	 3.450e-09
M5-113E:LP-DIR-T5	M5-113E:LP-DIR-T	M5-113E	310.1	37.5	0.000e+00	0	0	5	3.030e+02	This study	HUJI-2G	LT-LT-Z:LP-DIR-T	g	82	u	1	2.730e+02			pmagpy-4.1.5	 1.900e-09
M5-113E:LP-DIR-T6	M5-113E:LP-DIR-T	M5-113E	309.7	49.7	0.000e+00	0	0	6	3.130e+02	This study	HUJI-2G	LT-LT-Z:LP-DIR-T	g	83	u	1	2.730e+02			pmagpy-4.1.5	 1.090e-09
M5-113E:LP-DIR-T7	M5-113E:LP-DIR-T	M5-113E	281	11.9	0.000e+00	0	0	7	3.230e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	84	u	1	2.730e+02			pmagpy-4.1.5	 6.680e-10
M5-113E:LP-DIR-T8	M5-113E:LP-DIR-T	M5-113E	318.7	-18.4	0.000e+00	0	0	8	3.380e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	85	u	1	2.730e+02			pmagpy-4.1.5	 3.710e-10
M5-113E:LP-DIR-T9	M5-113E:LP-DIR-T	M5-113E	347.1	-51.1	0.000e+00	0	0	9	3.530e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	86	u	1	2.730e+02			pmagpy-4.1.5	 3.970e-10
M5-113E:LP-DIR-T10	M5-113E:LP-DIR-T	M5-113E	265.9	0.1	0.000e+00	0	0	10	3.730e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	87	u	1	2.730e+02			pmagpy-4.1.5	 8.520e-10
M5-114D:LP-DIR-T0	M5-114D:LP-DIR-T	M5-114D	322.8	26.8	0.000e+00	0	0	0	2.730e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	88	u	1	2.730e+02			pmagpy-4.1.5	 8.460e-09
M5-114D:LP-DIR-T1	M5-114D:LP-DIR-T	M5-114D	316.1	31.5	0.000e+00	0	0	1	2.780e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	89	u	1	2.730e+02			pmagpy-4.1.5	 5.890e-09
M5-114D:LP-DIR-T2	M5-114D:LP-DIR-T	M5-114D	318.6	35.3	0.000e+00	0	0	2	2.830e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	90	u	1	2.730e+02			pmagpy-4.1.5	 3.380e-09
M5-114D:LP-DIR-T3	M5-114D:LP-DIR-T	M5-114D	317.7	35.4	0.000e+00	0	0	3	2.880e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	91	u	1	2.730e+02			pmagpy-4.1.5	 2.240e-09
M5-114D:LP-DIR-T4	M5-114D:LP-DIR-T	M5-114D	323.9	32.3	0.000e+00	0	0	4	2.930e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	92	u	1	2.730e+02			pmagpy-4.1.5	 1.460e-09
M5-114D:LP-DIR-T5	M5-114D:LP-DIR-T	M5-114D	340.2	19.1	0.000e+00	0	0	5	3.030e+02	This study	HUJI-2G	LT-LT-Z:LP-DIR-T	g	93	u	1	2.730e+02			pmagpy-4.1.5	 1.040e-09
M5-114D:LP-DIR-T6	M5-114D:LP-DIR-T	M5-114D	314.1	63.5	0.000e+00	0	0	6	3.130e+02	This study	HUJI-2G	LT-LT-Z:LP-DIR-T	g	94	u	1	2.730e+02			pmagpy-4.1.5	 4.760e-10
M5-114D:LP-DIR-T7	M5-114D:LP-DIR-T	M5-114D	351.9	5.9	0.000e+00	0	0	7	3.230e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	95	u	1	2.730e+02			pmagpy-4.1.5	 3.710e-10
M5-114D:LP-DIR-T8	M5-114D:LP-DIR-T	M5-114D	61.9	22.1	0.000e+00	0	0	8	3.380e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	96	u	1	2.730e+02			pmagpy-4.1.5	 3.990e-10
M5-114D:LP-DIR-T9	M5-114D:LP-DIR-T	M5-114D	11.7	26.1	0.000e+00	0	0	9	3.530e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	97	u	1	2.730e+02			pmagpy-4.1.5	 3.660e-10
M5-114D:LP-DIR-T10	M5-114D:LP-DIR-T	M5-114D	14.6	-5.6	0.000e+00	0	0	10	3.730e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	98	u	1	2.730e+02			pmagpy-4.1.5	 3.320e-10
M5-114E:LP-DIR-T0	M5-114E:LP-DIR-T	M5-114E	322.8	38.7	0.000e+00	0	0	0	2.730e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	99	u	1	2.730e+02			pmagpy-4.1.5	 1.430e-08
M5-114E:LP-DIR-T1	M5-114E:LP-DIR-T	M5-114E	323.3	45.5	0.000e+00	0	0	1	2.780e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	100	u	1	2.730e+02			pmagpy-4.1.5	 9.750e-09
M5-114E:LP-DIR-T2	M5-114E:LP-DIR-T	M5-114E	323.8	49.5	0.000e+00	0	0	2	2.830e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	101	u	1	2.730e+02			pmagpy-4.1.5	 5.700e-09
M5-114E:LP-DIR-T3	M5-114E:LP-DIR-T	M5-114E	328.9	49.5	0.000e+00	0	0	3	2.880e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	102	u	1	2.730e+02			pmagpy-4.1.5	 3.820e-09
M5-114E:LP-DIR-T4	M5-114E:LP-DIR-T	M5-114E	330.7	43.3	0.000e+00	0	0	4	2.930e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	103	u	1	2.730e+02			pmagpy-4.1.5	 2.600e-09
M5-114E:LP-DIR-T5	M5-114E:LP-DIR-T	M5-114E	314.3	53.7	0.000e+00	0	0	5	3.030e+02	This study	HUJI-2G	LT-LT-Z:LP-DIR-T	g	104	u	1	2.730e+02			pmagpy-4.1.5	 1.140e-09
M5-114E:LP-DIR-T6	M5-114E:LP-DIR-T	M5-114E	319.3	49.6	0.000e+00	0	0	6	3.130e+02	This study	HUJI-2G	LT-LT-Z:LP-DIR-T	g	105	u	1	2.730e+02			pmagpy-4.1.5	 1.080e-09
M5-114E:LP-DIR-T7	M5-114E:LP-DIR-T	M5-114E	334.4	15.4	0.000e+00	0	0	7	3.230e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	106	u	1	2.730e+02			pmagpy-4.1.5	 6.440e-10
M5-114E:LP-DIR-T8	M5-114E:LP-DIR-T	M5-114E	303.9	69.8	0.000e+00	0	0	8	3.380e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	107	u	1	2.730e+02			pmagpy-4.1.5	 7.600e-10
