tab 	measurements
analysts	citations	experiment	instrument_codes	location	magn_uncal	meas_temp	measurement	method_codes	quality	sample	sequence	site	software_packages	specimen	treat_dc_field
	This study	unknown:LP-MW-I:Curie		unknown	3.291e+00	7.002e+02	unknown:LP-MW-I:Curie_290	LP-MW-I	g	unknown	290	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.273e+00	7.012e+02	unknown:LP-MW-I:Curie_291	LP-MW-I	g	unknown	291	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.256e+00	7.022e+02	unknown:LP-MW-I:Curie_292	LP-MW-I	g	unknown	292	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.243e+00	7.032e+02	unknown:LP-MW-I:Curie_293	LP-MW-I	g	unknown	293	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.231e+00	7.042e+02	unknown:LP-MW-I:Curie_294	LP-MW-I	g	unknown	294	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.219e+00	7.052e+02	unknown:LP-MW-I:Curie_295	LP-MW-I	g	unknown	295	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.206e+00	7.062e+02	unknown:LP-MW-I:Curie_296	LP-MW-I	g	unknown	296	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.190e+00	7.072e+02	unknown:LP-MW-I:Curie_297	LP-MW-I	g	unknown	297	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.171e+00	7.082e+02	unknown:LP-MW-I:Curie_298	LP-MW-I	g	unknown	298	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.149e+00	7.092e+02	unknown:LP-MW-I:Curie_299	LP-MW-I	g	unknown	299	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.126e+00	7.102e+02	unknown:LP-MW-I:Curie_300	LP-MW-I	g	unknown	300	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.100e+00	7.112e+02	unknown:LP-MW-I:Curie_301	LP-MW-I	g	unknown	301	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.074e+00	7.122e+02	unknown:LP-MW-I:Curie_302	LP-MW-I	g	unknown	302	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.047e+00	7.132e+02	unknown:LP-MW-I:Curie_303	LP-MW-I	g	unknown	303	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.019e+00	7.142e+02	unknown:LP-MW-I:Curie_304	LP-MW-I	g	unknown	304	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	2.993e+00	7.152e+02	unknown:LP-MW-I:Curie_305	LP-MW-I	g	unknown	305	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	2.968e+00	7.162e+02	unknown:LP-MW-I:Curie_306	LP-MW-I	g	unknown	306	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	2.946e+00	7.172e+02	unknown:LP-MW-I:Curie_307	LP-MW-I	g	unknown	307	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	2.926e+00	7.182e+02	unknown:LP-MW-I:Curie_308	LP-MW-I	g	unknown	308	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	2.906e+00	7.192e+02	unknown:LP-MW-I:Curie_309	LP-MW-I	g	unknown	309	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	2.886e+00	7.202e+02	unknown:LP-MW-I:Curie_310	LP-MW-I	g	unknown	310	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	2.863e+00	7.212e+02	unknown:LP-MW-I:Curie_311	LP-MW-I	g	unknown	311	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	2.836e+00	7.222e+02	unknown:LP-MW-I:Curie_312	LP-MW-I	g	unknown	312	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	2.803e+00	7.232e+02	unknown:LP-MW-I:Curie_313	LP-MW-I	g	unknown	313	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	2.767e+00	7.242e+02	unknown:LP-MW-I:Curie_314	LP-MW-I	g	unknown	314	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	2.730e+00	7.252e+02	unknown:LP-MW-I:Curie_315	LP-MW-I	g	unknown	315	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	2.695e+00	7.262e+02	unknown:LP-MW-I:Curie_316	LP-MW-I	g	unknown	316	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	2.665e+00	7.272e+02	unknown:LP-MW-I:Curie_317	LP-MW-I	g	unknown	317	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	2.640e+00	7.282e+02	unknown:LP-MW-I:Curie_318	LP-MW-I	g	unknown	318	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	2.619e+00	7.292e+02	unknown:LP-MW-I:Curie_319	LP-MW-I	g	unknown	319	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	2.599e+00	7.302e+02	unknown:LP-MW-I:Curie_320	LP-MW-I	g	unknown	320	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	2.581e+00	7.312e+02	unknown:LP-MW-I:Curie_321	LP-MW-I	g	unknown	321	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	2.561e+00	7.322e+02	unknown:LP-MW-I:Curie_322	LP-MW-I	g	unknown	322	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	2.539e+00	7.332e+02	unknown:LP-MW-I:Curie_323	LP-MW-I	g	unknown	323	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	2.515e+00	7.342e+02	unknown:LP-MW-I:Curie_324	LP-MW-I	g	unknown	324	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	2.490e+00	7.352e+02	unknown:LP-MW-I:Curie_325	LP-MW-I	g	unknown	325	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	2.461e+00	7.362e+02	unknown:LP-MW-I:Curie_326	LP-MW-I	g	unknown	326	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	2.431e+00	7.372e+02	unknown:LP-MW-I:Curie_327	LP-MW-I	g	unknown	327	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	2.398e+00	7.382e+02	unknown:LP-MW-I:Curie_328	LP-MW-I	g	unknown	328	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	2.364e+00	7.392e+02	unknown:LP-MW-I:Curie_329	LP-MW-I	g	unknown	329	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	2.330e+00	7.402e+02	unknown:LP-MW-I:Curie_330	LP-MW-I	g	unknown	330	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	2.297e+00	7.412e+02	unknown:LP-MW-I:Curie_331	LP-MW-I	g	unknown	331	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	2.266e+00	7.422e+02	unknown:LP-MW-I:Curie_332	LP-MW-I	g	unknown	332	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	2.237e+00	7.432e+02	unknown:LP-MW-I:Curie_333	LP-MW-I	g	unknown	333	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	2.211e+00	7.442e+02	unknown:LP-MW-I:Curie_334	LP-MW-I	g	unknown	334	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	2.185e+00	7.452e+02	unknown:LP-MW-I:Curie_335	LP-MW-I	g	unknown	335	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	2.159e+00	7.462e+02	unknown:LP-MW-I:Curie_336	LP-MW-I	g	unknown	336	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	2.133e+00	7.472e+02	unknown:LP-MW-I:Curie_337	LP-MW-I	g	unknown	337	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	2.105e+00	7.482e+02	unknown:LP-MW-I:Curie_338	LP-MW-I	g	unknown	338	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	2.076e+00	7.492e+02	unknown:LP-MW-I:Curie_339	LP-MW-I	g	unknown	339	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	2.046e+00	7.502e+02	unknown:LP-MW-I:Curie_340	LP-MW-I	g	unknown	340	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	2.015e+00	7.512e+02	unknown:LP-MW-I:Curie_341	LP-MW-I	g	unknown	341	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	1.983e+00	7.522e+02	unknown:LP-MW-I:Curie_342	LP-MW-I	g	unknown	342	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	1.950e+00	7.532e+02	unknown:LP-MW-I:Curie_343	LP-MW-I	g	unknown	343	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	1.916e+00	7.542e+02	unknown:LP-MW-I:Curie_344	LP-MW-I	g	unknown	344	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	1.883e+00	7.552e+02	unknown:LP-MW-I:Curie_345	LP-MW-I	g	unknown	345	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	1.851e+00	7.562e+02	unknown:LP-MW-I:Curie_346	LP-MW-I	g	unknown	346	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	1.820e+00	7.572e+02	unknown:LP-MW-I:Curie_347	LP-MW-I	g	unknown	347	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	1.792e+00	7.582e+02	unknown:LP-MW-I:Curie_348	LP-MW-I	g	unknown	348	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	1.765e+00	7.592e+02	unknown:LP-MW-I:Curie_349	LP-MW-I	g	unknown	349	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	1.738e+00	7.602e+02	unknown:LP-MW-I:Curie_350	LP-MW-I	g	unknown	350	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	1.711e+00	7.612e+02	unknown:LP-MW-I:Curie_351	LP-MW-I	g	unknown	351	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	1.684e+00	7.622e+02	unknown:LP-MW-I:Curie_352	LP-MW-I	g	unknown	352	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	1.655e+00	7.632e+02	unknown:LP-MW-I:Curie_353	LP-MW-I	g	unknown	353	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	1.625e+00	7.642e+02	unknown:LP-MW-I:Curie_354	LP-MW-I	g	unknown	354	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	1.594e+00	7.652e+02	unknown:LP-MW-I:Curie_355	LP-MW-I	g	unknown	355	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	1.562e+00	7.662e+02	unknown:LP-MW-I:Curie_356	LP-MW-I	g	unknown	356	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	1.531e+00	7.672e+02	unknown:LP-MW-I:Curie_357	LP-MW-I	g	unknown	357	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	1.499e+00	7.682e+02	unknown:LP-MW-I:Curie_358	LP-MW-I	g	unknown	358	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	1.468e+00	7.692e+02	unknown:LP-MW-I:Curie_359	LP-MW-I	g	unknown	359	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	1.437e+00	7.702e+02	unknown:LP-MW-I:Curie_360	LP-MW-I	g	unknown	360	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	1.406e+00	7.712e+02	unknown:LP-MW-I:Curie_361	LP-MW-I	g	unknown	361	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	1.376e+00	7.722e+02	unknown:LP-MW-I:Curie_362	LP-MW-I	g	unknown	362	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	1.346e+00	7.732e+02	unknown:LP-MW-I:Curie_363	LP-MW-I	g	unknown	363	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	1.316e+00	7.742e+02	unknown:LP-MW-I:Curie_364	LP-MW-I	g	unknown	364	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	1.286e+00	7.752e+02	unknown:LP-MW-I:Curie_365	LP-MW-I	g	unknown	365	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	1.256e+00	7.762e+02	unknown:LP-MW-I:Curie_366	LP-MW-I	g	unknown	366	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	1.225e+00	7.772e+02	unknown:LP-MW-I:Curie_367	LP-MW-I	g	unknown	367	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	1.194e+00	7.782e+02	unknown:LP-MW-I:Curie_368	LP-MW-I	g	unknown	368	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	1.163e+00	7.792e+02	unknown:LP-MW-I:Curie_369	LP-MW-I	g	unknown	369	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	1.133e+00	7.802e+02	unknown:LP-MW-I:Curie_370	LP-MW-I	g	unknown	370	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	1.103e+00	7.812e+02	unknown:LP-MW-I:Curie_371	LP-MW-I	g	unknown	371	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	1.076e+00	7.822e+02	unknown:LP-MW-I:Curie_372	LP-MW-I	g	unknown	372	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	1.050e+00	7.832e+02	unknown:LP-MW-I:Curie_373	LP-MW-I	g	unknown	373	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	1.025e+00	7.842e+02	unknown:LP-MW-I:Curie_374	LP-MW-I	g	unknown	374	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	1.001e+00	7.852e+02	unknown:LP-MW-I:Curie_375	LP-MW-I	g	unknown	375	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	9.748e-01	7.862e+02	unknown:LP-MW-I:Curie_376	LP-MW-I	g	unknown	376	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	9.465e-01	7.872e+02	unknown:LP-MW-I:Curie_377	LP-MW-I	g	unknown	377	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	9.149e-01	7.882e+02	unknown:LP-MW-I:Curie_378	LP-MW-I	g	unknown	378	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	8.810e-01	7.892e+02	unknown:LP-MW-I:Curie_379	LP-MW-I	g	unknown	379	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	8.469e-01	7.902e+02	unknown:LP-MW-I:Curie_380	LP-MW-I	g	unknown	380	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	8.143e-01	7.912e+02	unknown:LP-MW-I:Curie_381	LP-MW-I	g	unknown	381	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	7.851e-01	7.922e+02	unknown:LP-MW-I:Curie_382	LP-MW-I	g	unknown	382	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	7.600e-01	7.932e+02	unknown:LP-MW-I:Curie_383	LP-MW-I	g	unknown	383	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	7.376e-01	7.942e+02	unknown:LP-MW-I:Curie_384	LP-MW-I	g	unknown	384	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	7.166e-01	7.952e+02	unknown:LP-MW-I:Curie_385	LP-MW-I	g	unknown	385	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	6.954e-01	7.962e+02	unknown:LP-MW-I:Curie_386	LP-MW-I	g	unknown	386	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	6.725e-01	7.972e+02	unknown:LP-MW-I:Curie_387	LP-MW-I	g	unknown	387	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	6.468e-01	7.982e+02	unknown:LP-MW-I:Curie_388	LP-MW-I	g	unknown	388	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	6.192e-01	7.992e+02	unknown:LP-MW-I:Curie_389	LP-MW-I	g	unknown	389	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	5.912e-01	8.002e+02	unknown:LP-MW-I:Curie_390	LP-MW-I	g	unknown	390	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	5.643e-01	8.012e+02	unknown:LP-MW-I:Curie_391	LP-MW-I	g	unknown	391	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	5.400e-01	8.022e+02	unknown:LP-MW-I:Curie_392	LP-MW-I	g	unknown	392	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	5.195e-01	8.032e+02	unknown:LP-MW-I:Curie_393	LP-MW-I	g	unknown	393	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	5.023e-01	8.042e+02	unknown:LP-MW-I:Curie_394	LP-MW-I	g	unknown	394	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	4.870e-01	8.052e+02	unknown:LP-MW-I:Curie_395	LP-MW-I	g	unknown	395	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	4.721e-01	8.062e+02	unknown:LP-MW-I:Curie_396	LP-MW-I	g	unknown	396	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	4.562e-01	8.072e+02	unknown:LP-MW-I:Curie_397	LP-MW-I	g	unknown	397	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	4.389e-01	8.082e+02	unknown:LP-MW-I:Curie_398	LP-MW-I	g	unknown	398	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	4.210e-01	8.092e+02	unknown:LP-MW-I:Curie_399	LP-MW-I	g	unknown	399	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	4.032e-01	8.102e+02	unknown:LP-MW-I:Curie_400	LP-MW-I	g	unknown	400	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.861e-01	8.112e+02	unknown:LP-MW-I:Curie_401	LP-MW-I	g	unknown	401	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.706e-01	8.122e+02	unknown:LP-MW-I:Curie_402	LP-MW-I	g	unknown	402	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.573e-01	8.132e+02	unknown:LP-MW-I:Curie_403	LP-MW-I	g	unknown	403	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.456e-01	8.142e+02	unknown:LP-MW-I:Curie_404	LP-MW-I	g	unknown	404	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.346e-01	8.152e+02	unknown:LP-MW-I:Curie_405	LP-MW-I	g	unknown	405	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.230e-01	8.162e+02	unknown:LP-MW-I:Curie_406	LP-MW-I	g	unknown	406	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.100e-01	8.172e+02	unknown:LP-MW-I:Curie_407	LP-MW-I	g	unknown	407	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	2.949e-01	8.182e+02	unknown:LP-MW-I:Curie_408	LP-MW-I	g	unknown	408	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	2.792e-01	8.192e+02	unknown:LP-MW-I:Curie_409	LP-MW-I	g	unknown	409	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	2.642e-01	8.202e+02	unknown:LP-MW-I:Curie_410	LP-MW-I	g	unknown	410	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	2.513e-01	8.212e+02	unknown:LP-MW-I:Curie_411	LP-MW-I	g	unknown	411	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	2.421e-01	8.222e+02	unknown:LP-MW-I:Curie_412	LP-MW-I	g	unknown	412	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	2.377e-01	8.232e+02	unknown:LP-MW-I:Curie_413	LP-MW-I	g	unknown	413	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	2.382e-01	8.242e+02	unknown:LP-MW-I:Curie_414	LP-MW-I	g	unknown	414	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	2.413e-01	8.252e+02	unknown:LP-MW-I:Curie_415	LP-MW-I	g	unknown	415	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	2.445e-01	8.262e+02	unknown:LP-MW-I:Curie_416	LP-MW-I	g	unknown	416	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	2.456e-01	8.272e+02	unknown:LP-MW-I:Curie_417	LP-MW-I	g	unknown	417	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	2.422e-01	8.282e+02	unknown:LP-MW-I:Curie_418	LP-MW-I	g	unknown	418	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	2.342e-01	8.292e+02	unknown:LP-MW-I:Curie_419	LP-MW-I	g	unknown	419	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	2.232e-01	8.302e+02	unknown:LP-MW-I:Curie_420	LP-MW-I	g	unknown	420	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	2.112e-01	8.312e+02	unknown:LP-MW-I:Curie_421	LP-MW-I	g	unknown	421	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	1.999e-01	8.322e+02	unknown:LP-MW-I:Curie_422	LP-MW-I	g	unknown	422	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	1.913e-01	8.332e+02	unknown:LP-MW-I:Curie_423	LP-MW-I	g	unknown	423	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	1.855e-01	8.342e+02	unknown:LP-MW-I:Curie_424	LP-MW-I	g	unknown	424	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	1.820e-01	8.352e+02	unknown:LP-MW-I:Curie_425	LP-MW-I	g	unknown	425	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	1.801e-01	8.362e+02	unknown:LP-MW-I:Curie_426	LP-MW-I	g	unknown	426	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	1.790e-01	8.372e+02	unknown:LP-MW-I:Curie_427	LP-MW-I	g	unknown	427	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	1.781e-01	8.382e+02	unknown:LP-MW-I:Curie_428	LP-MW-I	g	unknown	428	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	1.769e-01	8.392e+02	unknown:LP-MW-I:Curie_429	LP-MW-I	g	unknown	429	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	1.757e-01	8.402e+02	unknown:LP-MW-I:Curie_430	LP-MW-I	g	unknown	430	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	1.743e-01	8.412e+02	unknown:LP-MW-I:Curie_431	LP-MW-I	g	unknown	431	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	1.731e-01	8.422e+02	unknown:LP-MW-I:Curie_432	LP-MW-I	g	unknown	432	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	1.720e-01	8.432e+02	unknown:LP-MW-I:Curie_433	LP-MW-I	g	unknown	433	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	1.709e-01	8.442e+02	unknown:LP-MW-I:Curie_434	LP-MW-I	g	unknown	434	unknow	pmagpy-4.1.5	unknown	0.5
