tab 	measurements
analysts	citations	experiment	instrument_codes	location	magn_uncal	meas_temp	measurement	method_codes	quality	sample	sequence	site	software_packages	specimen	treat_dc_field
	This study	unknown:LP-MW-I:Curie		unknown	4.042e+00	4.252e+02	unknown:LP-MW-I:Curie_15	LP-MW-I	g	unknown	15	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	4.044e+00	4.262e+02	unknown:LP-MW-I:Curie_16	LP-MW-I	g	unknown	16	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	4.045e+00	4.272e+02	unknown:LP-MW-I:Curie_17	LP-MW-I	g	unknown	17	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	4.046e+00	4.282e+02	unknown:LP-MW-I:Curie_18	LP-MW-I	g	unknown	18	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	4.047e+00	4.292e+02	unknown:LP-MW-I:Curie_19	LP-MW-I	g	unknown	19	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	4.049e+00	4.302e+02	unknown:LP-MW-I:Curie_20	LP-MW-I	g	unknown	20	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	4.052e+00	4.312e+02	unknown:LP-MW-I:Curie_21	LP-MW-I	g	unknown	21	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	4.057e+00	4.322e+02	unknown:LP-MW-I:Curie_22	LP-MW-I	g	unknown	22	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	4.059e+00	4.332e+02	unknown:LP-MW-I:Curie_23	LP-MW-I	g	unknown	23	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	4.055e+00	4.342e+02	unknown:LP-MW-I:Curie_24	LP-MW-I	g	unknown	24	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	4.049e+00	4.352e+02	unknown:LP-MW-I:Curie_25	LP-MW-I	g	unknown	25	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	4.044e+00	4.362e+02	unknown:LP-MW-I:Curie_26	LP-MW-I	g	unknown	26	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	4.042e+00	4.372e+02	unknown:LP-MW-I:Curie_27	LP-MW-I	g	unknown	27	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	4.044e+00	4.382e+02	unknown:LP-MW-I:Curie_28	LP-MW-I	g	unknown	28	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	4.048e+00	4.392e+02	unknown:LP-MW-I:Curie_29	LP-MW-I	g	unknown	29	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	4.052e+00	4.402e+02	unknown:LP-MW-I:Curie_30	LP-MW-I	g	unknown	30	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	4.054e+00	4.412e+02	unknown:LP-MW-I:Curie_31	LP-MW-I	g	unknown	31	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	4.055e+00	4.422e+02	unknown:LP-MW-I:Curie_32	LP-MW-I	g	unknown	32	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	4.053e+00	4.432e+02	unknown:LP-MW-I:Curie_33	LP-MW-I	g	unknown	33	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	4.051e+00	4.442e+02	unknown:LP-MW-I:Curie_34	LP-MW-I	g	unknown	34	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	4.047e+00	4.452e+02	unknown:LP-MW-I:Curie_35	LP-MW-I	g	unknown	35	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	4.044e+00	4.462e+02	unknown:LP-MW-I:Curie_36	LP-MW-I	g	unknown	36	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	4.040e+00	4.472e+02	unknown:LP-MW-I:Curie_37	LP-MW-I	g	unknown	37	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	4.036e+00	4.482e+02	unknown:LP-MW-I:Curie_38	LP-MW-I	g	unknown	38	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	4.033e+00	4.492e+02	unknown:LP-MW-I:Curie_39	LP-MW-I	g	unknown	39	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	4.031e+00	4.502e+02	unknown:LP-MW-I:Curie_40	LP-MW-I	g	unknown	40	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	4.031e+00	4.512e+02	unknown:LP-MW-I:Curie_41	LP-MW-I	g	unknown	41	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	4.032e+00	4.522e+02	unknown:LP-MW-I:Curie_42	LP-MW-I	g	unknown	42	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	4.035e+00	4.532e+02	unknown:LP-MW-I:Curie_43	LP-MW-I	g	unknown	43	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	4.037e+00	4.542e+02	unknown:LP-MW-I:Curie_44	LP-MW-I	g	unknown	44	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	4.039e+00	4.552e+02	unknown:LP-MW-I:Curie_45	LP-MW-I	g	unknown	45	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	4.039e+00	4.562e+02	unknown:LP-MW-I:Curie_46	LP-MW-I	g	unknown	46	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	4.038e+00	4.572e+02	unknown:LP-MW-I:Curie_47	LP-MW-I	g	unknown	47	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	4.035e+00	4.582e+02	unknown:LP-MW-I:Curie_48	LP-MW-I	g	unknown	48	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	4.030e+00	4.592e+02	unknown:LP-MW-I:Curie_49	LP-MW-I	g	unknown	49	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	4.026e+00	4.602e+02	unknown:LP-MW-I:Curie_50	LP-MW-I	g	unknown	50	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	4.022e+00	4.612e+02	unknown:LP-MW-I:Curie_51	LP-MW-I	g	unknown	51	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	4.019e+00	4.622e+02	unknown:LP-MW-I:Curie_52	LP-MW-I	g	unknown	52	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	4.017e+00	4.632e+02	unknown:LP-MW-I:Curie_53	LP-MW-I	g	unknown	53	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	4.016e+00	4.642e+02	unknown:LP-MW-I:Curie_54	LP-MW-I	g	unknown	54	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	4.016e+00	4.652e+02	unknown:LP-MW-I:Curie_55	LP-MW-I	g	unknown	55	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	4.018e+00	4.662e+02	unknown:LP-MW-I:Curie_56	LP-MW-I	g	unknown	56	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	4.021e+00	4.672e+02	unknown:LP-MW-I:Curie_57	LP-MW-I	g	unknown	57	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	4.024e+00	4.682e+02	unknown:LP-MW-I:Curie_58	LP-MW-I	g	unknown	58	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	4.026e+00	4.692e+02	unknown:LP-MW-I:Curie_59	LP-MW-I	g	unknown	59	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	4.026e+00	4.702e+02	unknown:LP-MW-I:Curie_60	LP-MW-I	g	unknown	60	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	4.022e+00	4.712e+02	unknown:LP-MW-I:Curie_61	LP-MW-I	g	unknown	61	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	4.015e+00	4.722e+02	unknown:LP-MW-I:Curie_62	LP-MW-I	g	unknown	62	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	4.006e+00	4.732e+02	unknown:LP-MW-I:Curie_63	LP-MW-I	g	unknown	63	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.998e+00	4.742e+02	unknown:LP-MW-I:Curie_64	LP-MW-I	g	unknown	64	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.992e+00	4.752e+02	unknown:LP-MW-I:Curie_65	LP-MW-I	g	unknown	65	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.992e+00	4.762e+02	unknown:LP-MW-I:Curie_66	LP-MW-I	g	unknown	66	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.998e+00	4.772e+02	unknown:LP-MW-I:Curie_67	LP-MW-I	g	unknown	67	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	4.007e+00	4.782e+02	unknown:LP-MW-I:Curie_68	LP-MW-I	g	unknown	68	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	4.018e+00	4.792e+02	unknown:LP-MW-I:Curie_69	LP-MW-I	g	unknown	69	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	4.026e+00	4.802e+02	unknown:LP-MW-I:Curie_70	LP-MW-I	g	unknown	70	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	4.031e+00	4.812e+02	unknown:LP-MW-I:Curie_71	LP-MW-I	g	unknown	71	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	4.031e+00	4.822e+02	unknown:LP-MW-I:Curie_72	LP-MW-I	g	unknown	72	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	4.027e+00	4.832e+02	unknown:LP-MW-I:Curie_73	LP-MW-I	g	unknown	73	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	4.021e+00	4.842e+02	unknown:LP-MW-I:Curie_74	LP-MW-I	g	unknown	74	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	4.015e+00	4.852e+02	unknown:LP-MW-I:Curie_75	LP-MW-I	g	unknown	75	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	4.009e+00	4.862e+02	unknown:LP-MW-I:Curie_76	LP-MW-I	g	unknown	76	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	4.007e+00	4.872e+02	unknown:LP-MW-I:Curie_77	LP-MW-I	g	unknown	77	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	4.006e+00	4.882e+02	unknown:LP-MW-I:Curie_78	LP-MW-I	g	unknown	78	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	4.007e+00	4.892e+02	unknown:LP-MW-I:Curie_79	LP-MW-I	g	unknown	79	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	4.009e+00	4.902e+02	unknown:LP-MW-I:Curie_80	LP-MW-I	g	unknown	80	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	4.011e+00	4.912e+02	unknown:LP-MW-I:Curie_81	LP-MW-I	g	unknown	81	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	4.013e+00	4.922e+02	unknown:LP-MW-I:Curie_82	LP-MW-I	g	unknown	82	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	4.014e+00	4.932e+02	unknown:LP-MW-I:Curie_83	LP-MW-I	g	unknown	83	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	4.014e+00	4.942e+02	unknown:LP-MW-I:Curie_84	LP-MW-I	g	unknown	84	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	4.013e+00	4.952e+02	unknown:LP-MW-I:Curie_85	LP-MW-I	g	unknown	85	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	4.011e+00	4.962e+02	unknown:LP-MW-I:Curie_86	LP-MW-I	g	unknown	86	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	4.008e+00	4.972e+02	unknown:LP-MW-I:Curie_87	LP-MW-I	g	unknown	87	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	4.005e+00	4.982e+02	unknown:LP-MW-I:Curie_88	LP-MW-I	g	unknown	88	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	4.002e+00	4.992e+02	unknown:LP-MW-I:Curie_89	LP-MW-I	g	unknown	89	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	4.000e+00	5.002e+02	unknown:LP-MW-I:Curie_90	LP-MW-I	g	unknown	90	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	4.000e+00	5.012e+02	unknown:LP-MW-I:Curie_91	LP-MW-I	g	unknown	91	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	4.001e+00	5.022e+02	unknown:LP-MW-I:Curie_92	LP-MW-I	g	unknown	92	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	4.004e+00	5.032e+02	unknown:LP-MW-I:Curie_93	LP-MW-I	g	unknown	93	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	4.007e+00	5.042e+02	unknown:LP-MW-I:Curie_94	LP-MW-I	g	unknown	94	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	4.009e+00	5.052e+02	unknown:LP-MW-I:Curie_95	LP-MW-I	g	unknown	95	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	4.011e+00	5.062e+02	unknown:LP-MW-I:Curie_96	LP-MW-I	g	unknown	96	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	4.010e+00	5.072e+02	unknown:LP-MW-I:Curie_97	LP-MW-I	g	unknown	97	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	4.008e+00	5.082e+02	unknown:LP-MW-I:Curie_98	LP-MW-I	g	unknown	98	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	4.004e+00	5.092e+02	unknown:LP-MW-I:Curie_99	LP-MW-I	g	unknown	99	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.999e+00	5.102e+02	unknown:LP-MW-I:Curie_100	LP-MW-I	g	unknown	100	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.993e+00	5.112e+02	unknown:LP-MW-I:Curie_101	LP-MW-I	g	unknown	101	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.987e+00	5.122e+02	unknown:LP-MW-I:Curie_102	LP-MW-I	g	unknown	102	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.981e+00	5.132e+02	unknown:LP-MW-I:Curie_103	LP-MW-I	g	unknown	103	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.977e+00	5.142e+02	unknown:LP-MW-I:Curie_104	LP-MW-I	g	unknown	104	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.973e+00	5.152e+02	unknown:LP-MW-I:Curie_105	LP-MW-I	g	unknown	105	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.972e+00	5.162e+02	unknown:LP-MW-I:Curie_106	LP-MW-I	g	unknown	106	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.973e+00	5.172e+02	unknown:LP-MW-I:Curie_107	LP-MW-I	g	unknown	107	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.976e+00	5.182e+02	unknown:LP-MW-I:Curie_108	LP-MW-I	g	unknown	108	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.978e+00	5.192e+02	unknown:LP-MW-I:Curie_109	LP-MW-I	g	unknown	109	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.980e+00	5.202e+02	unknown:LP-MW-I:Curie_110	LP-MW-I	g	unknown	110	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.980e+00	5.212e+02	unknown:LP-MW-I:Curie_111	LP-MW-I	g	unknown	111	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.978e+00	5.222e+02	unknown:LP-MW-I:Curie_112	LP-MW-I	g	unknown	112	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.976e+00	5.232e+02	unknown:LP-MW-I:Curie_113	LP-MW-I	g	unknown	113	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.972e+00	5.242e+02	unknown:LP-MW-I:Curie_114	LP-MW-I	g	unknown	114	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.969e+00	5.252e+02	unknown:LP-MW-I:Curie_115	LP-MW-I	g	unknown	115	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.968e+00	5.262e+02	unknown:LP-MW-I:Curie_116	LP-MW-I	g	unknown	116	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.968e+00	5.272e+02	unknown:LP-MW-I:Curie_117	LP-MW-I	g	unknown	117	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.969e+00	5.282e+02	unknown:LP-MW-I:Curie_118	LP-MW-I	g	unknown	118	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.970e+00	5.292e+02	unknown:LP-MW-I:Curie_119	LP-MW-I	g	unknown	119	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.971e+00	5.302e+02	unknown:LP-MW-I:Curie_120	LP-MW-I	g	unknown	120	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.971e+00	5.312e+02	unknown:LP-MW-I:Curie_121	LP-MW-I	g	unknown	121	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.970e+00	5.322e+02	unknown:LP-MW-I:Curie_122	LP-MW-I	g	unknown	122	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.968e+00	5.332e+02	unknown:LP-MW-I:Curie_123	LP-MW-I	g	unknown	123	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.966e+00	5.342e+02	unknown:LP-MW-I:Curie_124	LP-MW-I	g	unknown	124	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.964e+00	5.352e+02	unknown:LP-MW-I:Curie_125	LP-MW-I	g	unknown	125	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.963e+00	5.362e+02	unknown:LP-MW-I:Curie_126	LP-MW-I	g	unknown	126	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.962e+00	5.372e+02	unknown:LP-MW-I:Curie_127	LP-MW-I	g	unknown	127	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.963e+00	5.382e+02	unknown:LP-MW-I:Curie_128	LP-MW-I	g	unknown	128	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.963e+00	5.392e+02	unknown:LP-MW-I:Curie_129	LP-MW-I	g	unknown	129	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.963e+00	5.402e+02	unknown:LP-MW-I:Curie_130	LP-MW-I	g	unknown	130	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.962e+00	5.412e+02	unknown:LP-MW-I:Curie_131	LP-MW-I	g	unknown	131	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.960e+00	5.422e+02	unknown:LP-MW-I:Curie_132	LP-MW-I	g	unknown	132	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.957e+00	5.432e+02	unknown:LP-MW-I:Curie_133	LP-MW-I	g	unknown	133	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.955e+00	5.442e+02	unknown:LP-MW-I:Curie_134	LP-MW-I	g	unknown	134	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.952e+00	5.452e+02	unknown:LP-MW-I:Curie_135	LP-MW-I	g	unknown	135	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.951e+00	5.462e+02	unknown:LP-MW-I:Curie_136	LP-MW-I	g	unknown	136	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.950e+00	5.472e+02	unknown:LP-MW-I:Curie_137	LP-MW-I	g	unknown	137	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.950e+00	5.482e+02	unknown:LP-MW-I:Curie_138	LP-MW-I	g	unknown	138	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.950e+00	5.492e+02	unknown:LP-MW-I:Curie_139	LP-MW-I	g	unknown	139	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.948e+00	5.502e+02	unknown:LP-MW-I:Curie_140	LP-MW-I	g	unknown	140	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.946e+00	5.512e+02	unknown:LP-MW-I:Curie_141	LP-MW-I	g	unknown	141	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.942e+00	5.522e+02	unknown:LP-MW-I:Curie_142	LP-MW-I	g	unknown	142	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.937e+00	5.532e+02	unknown:LP-MW-I:Curie_143	LP-MW-I	g	unknown	143	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.932e+00	5.542e+02	unknown:LP-MW-I:Curie_144	LP-MW-I	g	unknown	144	unknow	pmagpy-4.1.5	unknown	0.5
