tab	measurements
description	experiment	institution	instrument_codes	magn_moment	meas_field_dc	meas_temp	measurement	method_codes	quality	sequence	software_packages	specimen	standard	treat_dc_field	treat_step_num	treat_temp
	myspec:LP-HYS			42.88	0.9908	273	myspec:LP-HYS14	LP-HYS	g	13	pmagpy-4.1.5	myspec	u	0	14	273
	myspec:LP-HYS			42.64	0.9735	273	myspec:LP-HYS15	LP-HYS	g	14	pmagpy-4.1.5	myspec	u	0	15	273
	myspec:LP-HYS			42.4	0.9564	273	myspec:LP-HYS16	LP-HYS	g	15	pmagpy-4.1.5	myspec	u	0	16	273
	myspec:LP-HYS			42.14	0.9392	273	myspec:LP-HYS17	LP-HYS	g	16	pmagpy-4.1.5	myspec	u	0	17	273
	myspec:LP-HYS			41.9	0.9221	273	myspec:LP-HYS18	LP-HYS	g	17	pmagpy-4.1.5	myspec	u	0	18	273
	myspec:LP-HYS			41.69	0.9048	273	myspec:LP-HYS19	LP-HYS	g	18	pmagpy-4.1.5	myspec	u	0	19	273
	myspec:LP-HYS			41.42	0.8877	273	myspec:LP-HYS20	LP-HYS	g	19	pmagpy-4.1.5	myspec	u	0	20	273
	myspec:LP-HYS			41.19	0.8706	273	myspec:LP-HYS21	LP-HYS	g	20	pmagpy-4.1.5	myspec	u	0	21	273
	myspec:LP-HYS			40.91	0.8534	273	myspec:LP-HYS22	LP-HYS	g	21	pmagpy-4.1.5	myspec	u	0	22	273
	myspec:LP-HYS			40.66	0.8363	273	myspec:LP-HYS23	LP-HYS	g	22	pmagpy-4.1.5	myspec	u	0	23	273
	myspec:LP-HYS			40.38	0.819	273	myspec:LP-HYS24	LP-HYS	g	23	pmagpy-4.1.5	myspec	u	0	24	273
	myspec:LP-HYS			40.15	0.8019	273	myspec:LP-HYS25	LP-HYS	g	24	pmagpy-4.1.5	myspec	u	0	25	273
	myspec:LP-HYS			39.87	0.7847	273	myspec:LP-HYS26	LP-HYS	g	25	pmagpy-4.1.5	myspec	u	0	26	273
	myspec:LP-HYS			39.59	0.7676	273	myspec:LP-HYS27	LP-HYS	g	26	pmagpy-4.1.5	myspec	u	0	27	273
	myspec:LP-HYS			39.35	0.7503	273	myspec:LP-HYS28	LP-HYS	g	27	pmagpy-4.1.5	myspec	u	0	28	273
	myspec:LP-HYS			39.08	0.7332	273	myspec:LP-HYS29	LP-HYS	g	28	pmagpy-4.1.5	myspec	u	0	29	273
	myspec:LP-HYS			38.79	0.716	273	myspec:LP-HYS30	LP-HYS	g	29	pmagpy-4.1.5	myspec	u	0	30	273
	myspec:LP-HYS			38.54	0.6989	273	myspec:LP-HYS31	LP-HYS	g	30	pmagpy-4.1.5	myspec	u	0	31	273
	myspec:LP-HYS			38.26	0.6818	273	myspec:LP-HYS32	LP-HYS	g	31	pmagpy-4.1.5	myspec	u	0	32	273
	myspec:LP-HYS			37.97	0.6645	273	myspec:LP-HYS33	LP-HYS	g	32	pmagpy-4.1.5	myspec	u	0	33	273
	myspec:LP-HYS			37.66	0.6474	273	myspec:LP-HYS34	LP-HYS	g	33	pmagpy-4.1.5	myspec	u	0	34	273
	myspec:LP-HYS			37.37	0.6301	273	myspec:LP-HYS35	LP-HYS	g	34	pmagpy-4.1.5	myspec	u	0	35	273
	myspec:LP-HYS			37.07	0.613	273	myspec:LP-HYS36	LP-HYS	g	35	pmagpy-4.1.5	myspec	u	0	36	273
	myspec:LP-HYS			36.77	0.5958	273	myspec:LP-HYS37	LP-HYS	g	36	pmagpy-4.1.5	myspec	u	0	37	273
	myspec:LP-HYS			36.46	0.5787	273	myspec:LP-HYS38	LP-HYS	g	37	pmagpy-4.1.5	myspec	u	0	38	273
	myspec:LP-HYS			36.14	0.5615	273	myspec:LP-HYS39	LP-HYS	g	38	pmagpy-4.1.5	myspec	u	0	39	273
	myspec:LP-HYS			35.84	0.5444	273	myspec:LP-HYS40	LP-HYS	g	39	pmagpy-4.1.5	myspec	u	0	40	273
	myspec:LP-HYS			35.53	0.5271	273	myspec:LP-HYS41	LP-HYS	g	40	pmagpy-4.1.5	myspec	u	0	41	273
	myspec:LP-HYS			35.19	0.51	273	myspec:LP-HYS42	LP-HYS	g	41	pmagpy-4.1.5	myspec	u	0	42	273
	myspec:LP-HYS			34.86	0.4929	273	myspec:LP-HYS43	LP-HYS	g	42	pmagpy-4.1.5	myspec	u	0	43	273
	myspec:LP-HYS			34.52	0.4757	273	myspec:LP-HYS44	LP-HYS	g	43	pmagpy-4.1.5	myspec	u	0	44	273
	myspec:LP-HYS			34.18	0.4586	273	myspec:LP-HYS45	LP-HYS	g	44	pmagpy-4.1.5	myspec	u	0	45	273
	myspec:LP-HYS			33.79	0.4413	273	myspec:LP-HYS46	LP-HYS	g	45	pmagpy-4.1.5	myspec	u	0	46	273
	myspec:LP-HYS			33.38	0.4242	273	myspec:LP-HYS47	LP-HYS	g	46	pmagpy-4.1.5	myspec	u	0	47	273
	myspec:LP-HYS			32.99	0.407	273	myspec:LP-HYS48	LP-HYS	g	47	pmagpy-4.1.5	myspec	u	0	48	273
	myspec:LP-HYS			32.58	0.3899	273	myspec:LP-HYS49	LP-HYS	g	48	pmagpy-4.1.5	myspec	u	0	49	273
	myspec:LP-HYS			32.15	0.3726	273	myspec:LP-HYS50	LP-HYS	g	49	pmagpy-4.1.5	myspec	u	0	50	273
	myspec:LP-HYS			31.73	0.3555	273	myspec:LP-HYS51	LP-HYS	g	50	pmagpy-4.1.5	myspec	u	0	51	273
	myspec:LP-HYS			31.26	0.3384	273	myspec:LP-HYS52	LP-HYS	g	51	pmagpy-4.1.5	myspec	u	0	52	273
	myspec:LP-HYS			30.77	0.3213	273	myspec:LP-HYS53	LP-HYS	g	52	pmagpy-4.1.5	myspec	u	0	53	273
	myspec:LP-HYS			30.25	0.304	273	myspec:LP-HYS54	LP-HYS	g	53	pmagpy-4.1.5	myspec	u	0	54	273
	myspec:LP-HYS			29.68	0.287	273	myspec:LP-HYS55	LP-HYS	g	54	pmagpy-4.1.5	myspec	u	0	55	273
	myspec:LP-HYS			29.09	0.2697	273	myspec:LP-HYS56	LP-HYS	g	55	pmagpy-4.1.5	myspec	u	0	56	273
	myspec:LP-HYS			28.44	0.2526	273	myspec:LP-HYS57	LP-HYS	g	56	pmagpy-4.1.5	myspec	u	0	57	273
	myspec:LP-HYS			27.76	0.2355	273	myspec:LP-HYS58	LP-HYS	g	57	pmagpy-4.1.5	myspec	u	0	58	273
	myspec:LP-HYS			27.01	0.2182	273	myspec:LP-HYS59	LP-HYS	g	58	pmagpy-4.1.5	myspec	u	0	59	273
	myspec:LP-HYS			26.2	0.201	273	myspec:LP-HYS60	LP-HYS	g	59	pmagpy-4.1.5	myspec	u	0	60	273
	myspec:LP-HYS			25.33	0.1839	273	myspec:LP-HYS61	LP-HYS	g	60	pmagpy-4.1.5	myspec	u	0	61	273
	myspec:LP-HYS			24.38	0.1668	273	myspec:LP-HYS62	LP-HYS	g	61	pmagpy-4.1.5	myspec	u	0	62	273
	myspec:LP-HYS			23.28	0.1496	273	myspec:LP-HYS63	LP-HYS	g	62	pmagpy-4.1.5	myspec	u	0	63	273
	myspec:LP-HYS			22.08	0.1325	273	myspec:LP-HYS64	LP-HYS	g	63	pmagpy-4.1.5	myspec	u	0	64	273
	myspec:LP-HYS			20.76	0.1152	273	myspec:LP-HYS65	LP-HYS	g	64	pmagpy-4.1.5	myspec	u	0	65	273
	myspec:LP-HYS			19.29	0.0981	273	myspec:LP-HYS66	LP-HYS	g	65	pmagpy-4.1.5	myspec	u	0	66	273
	myspec:LP-HYS			17.61	0.081	273	myspec:LP-HYS67	LP-HYS	g	66	pmagpy-4.1.5	myspec	u	0	67	273
	myspec:LP-HYS			15.76	0.06375	273	myspec:LP-HYS68	LP-HYS	g	67	pmagpy-4.1.5	myspec	u	0	68	273
	myspec:LP-HYS			13.66	0.04665	273	myspec:LP-HYS69	LP-HYS	g	68	pmagpy-4.1.5	myspec	u	0	69	273
	myspec:LP-HYS			11.21	0.0294	273	myspec:LP-HYS70	LP-HYS	g	69	pmagpy-4.1.5	myspec	u	0	70	273
	myspec:LP-HYS			8.258	0.0123	273	myspec:LP-HYS71	LP-HYS	g	70	pmagpy-4.1.5	myspec	u	0	71	273
	myspec:LP-HYS			4.603	-0.0048	273	myspec:LP-HYS72	LP-HYS	g	71	pmagpy-4.1.5	myspec	u	0	72	273
	myspec:LP-HYS			-0.0375	-0.02205	273	myspec:LP-HYS73	LP-HYS	g	72	pmagpy-4.1.5	myspec	u	0	73	273
	myspec:LP-HYS			-4.435	-0.03915	273	myspec:LP-HYS74	LP-HYS	g	73	pmagpy-4.1.5	myspec	u	0	74	273
	myspec:LP-HYS			-8.258	-0.0564	273	myspec:LP-HYS75	LP-HYS	g	74	pmagpy-4.1.5	myspec	u	0	75	273
	myspec:LP-HYS			-11.62	-0.0735	273	myspec:LP-HYS76	LP-HYS	g	75	pmagpy-4.1.5	myspec	u	0	76	273
	myspec:LP-HYS			-14.47	-0.09075	273	myspec:LP-HYS77	LP-HYS	g	76	pmagpy-4.1.5	myspec	u	0	77	273
	myspec:LP-HYS			-16.93	-0.1079	273	myspec:LP-HYS78	LP-HYS	g	77	pmagpy-4.1.5	myspec	u	0	78	273
	myspec:LP-HYS			-19.07	-0.125	273	myspec:LP-HYS79	LP-HYS	g	78	pmagpy-4.1.5	myspec	u	0	79	273
	myspec:LP-HYS			-20.86	-0.1422	273	myspec:LP-HYS80	LP-HYS	g	79	pmagpy-4.1.5	myspec	u	0	80	273
	myspec:LP-HYS			-22.39	-0.1593	273	myspec:LP-HYS81	LP-HYS	g	80	pmagpy-4.1.5	myspec	u	0	81	273
	myspec:LP-HYS			-23.71	-0.1766	273	myspec:LP-HYS82	LP-HYS	g	81	pmagpy-4.1.5	myspec	u	0	82	273
	myspec:LP-HYS			-24.89	-0.1937	273	myspec:LP-HYS83	LP-HYS	g	82	pmagpy-4.1.5	myspec	u	0	83	273
	myspec:LP-HYS			-25.92	-0.2109	273	myspec:LP-HYS84	LP-HYS	g	83	pmagpy-4.1.5	myspec	u	0	84	273
	myspec:LP-HYS			-26.88	-0.228	273	myspec:LP-HYS85	LP-HYS	g	84	pmagpy-4.1.5	myspec	u	0	85	273
	myspec:LP-HYS			-27.66	-0.2453	273	myspec:LP-HYS86	LP-HYS	g	85	pmagpy-4.1.5	myspec	u	0	86	273
	myspec:LP-HYS			-28.4	-0.2624	273	myspec:LP-HYS87	LP-HYS	g	86	pmagpy-4.1.5	myspec	u	0	87	273
	myspec:LP-HYS			-29.09	-0.2795	273	myspec:LP-HYS88	LP-HYS	g	87	pmagpy-4.1.5	myspec	u	0	88	273
	myspec:LP-HYS			-29.73	-0.2967	273	myspec:LP-HYS89	LP-HYS	g	88	pmagpy-4.1.5	myspec	u	0	89	273
	myspec:LP-HYS			-30.31	-0.3138	273	myspec:LP-HYS90	LP-HYS	g	89	pmagpy-4.1.5	myspec	u	0	90	273
	myspec:LP-HYS			-30.88	-0.3309	273	myspec:LP-HYS91	LP-HYS	g	90	pmagpy-4.1.5	myspec	u	0	91	273
	myspec:LP-HYS			-31.41	-0.3482	273	myspec:LP-HYS92	LP-HYS	g	91	pmagpy-4.1.5	myspec	u	0	92	273
	myspec:LP-HYS			-31.88	-0.3653	273	myspec:LP-HYS93	LP-HYS	g	92	pmagpy-4.1.5	myspec	u	0	93	273
	myspec:LP-HYS			-32.32	-0.3824	273	myspec:LP-HYS94	LP-HYS	g	93	pmagpy-4.1.5	myspec	u	0	94	273
	myspec:LP-HYS			-32.76	-0.3996	273	myspec:LP-HYS95	LP-HYS	g	94	pmagpy-4.1.5	myspec	u	0	95	273
	myspec:LP-HYS			-33.18	-0.4167	273	myspec:LP-HYS96	LP-HYS	g	95	pmagpy-4.1.5	myspec	u	0	96	273
	myspec:LP-HYS			-33.61	-0.434	273	myspec:LP-HYS97	LP-HYS	g	96	pmagpy-4.1.5	myspec	u	0	97	273
	myspec:LP-HYS			-33.98	-0.4511	273	myspec:LP-HYS98	LP-HYS	g	97	pmagpy-4.1.5	myspec	u	0	98	273
	myspec:LP-HYS			-34.37	-0.4682	273	myspec:LP-HYS99	LP-HYS	g	98	pmagpy-4.1.5	myspec	u	0	99	273
	myspec:LP-HYS			-34.73	-0.4854	273	myspec:LP-HYS100	LP-HYS	g	99	pmagpy-4.1.5	myspec	u	0	100	273
	myspec:LP-HYS			-35.09	-0.5025	273	myspec:LP-HYS101	LP-HYS	g	100	pmagpy-4.1.5	myspec	u	0	101	273
	myspec:LP-HYS			-35.4	-0.5198	273	myspec:LP-HYS102	LP-HYS	g	101	pmagpy-4.1.5	myspec	u	0	102	273
	myspec:LP-HYS			-35.73	-0.5369	273	myspec:LP-HYS103	LP-HYS	g	102	pmagpy-4.1.5	myspec	u	0	103	273
	myspec:LP-HYS			-36.06	-0.5541	273	myspec:LP-HYS104	LP-HYS	g	103	pmagpy-4.1.5	myspec	u	0	104	273
	myspec:LP-HYS			-36.4	-0.5712	273	myspec:LP-HYS105	LP-HYS	g	104	pmagpy-4.1.5	myspec	u	0	105	273
	myspec:LP-HYS			-36.72	-0.5883	273	myspec:LP-HYS106	LP-HYS	g	105	pmagpy-4.1.5	myspec	u	0	106	273
	myspec:LP-HYS			-37.01	-0.6056	273	myspec:LP-HYS107	LP-HYS	g	106	pmagpy-4.1.5	myspec	u	0	107	273
	myspec:LP-HYS			-37.32	-0.6227	273	myspec:LP-HYS108	LP-HYS	g	107	pmagpy-4.1.5	myspec	u	0	108	273
	myspec:LP-HYS			-37.65	-0.6399	273	myspec:LP-HYS109	LP-HYS	g	108	pmagpy-4.1.5	myspec	u	0	109	273
	myspec:LP-HYS			-37.96	-0.657	273	myspec:LP-HYS110	LP-HYS	g	109	pmagpy-4.1.5	myspec	u	0	110	273
	myspec:LP-HYS			-38.27	-0.6743	273	myspec:LP-HYS111	LP-HYS	g	110	pmagpy-4.1.5	myspec	u	0	111	273
	myspec:LP-HYS			-38.52	-0.6914	273	myspec:LP-HYS112	LP-HYS	g	111	pmagpy-4.1.5	myspec	u	0	112	273
	myspec:LP-HYS			-38.84	-0.7086	273	myspec:LP-HYS113	LP-HYS	g	112	pmagpy-4.1.5	myspec	u	0	113	273
	myspec:LP-HYS			-39.08	-0.7257	273	myspec:LP-HYS114	LP-HYS	g	113	pmagpy-4.1.5	myspec	u	0	114	273
	myspec:LP-HYS			-39.31	-0.7428	273	myspec:LP-HYS115	LP-HYS	g	114	pmagpy-4.1.5	myspec	u	0	115	273
	myspec:LP-HYS			-39.63	-0.7599	273	myspec:LP-HYS116	LP-HYS	g	115	pmagpy-4.1.5	myspec	u	0	116	273
	myspec:LP-HYS			-39.89	-0.7772	273	myspec:LP-HYS117	LP-HYS	g	116	pmagpy-4.1.5	myspec	u	0	117	273
	myspec:LP-HYS			-40.18	-0.7944	273	myspec:LP-HYS118	LP-HYS	g	117	pmagpy-4.1.5	myspec	u	0	118	273
	myspec:LP-HYS			-40.41	-0.8115	273	myspec:LP-HYS119	LP-HYS	g	118	pmagpy-4.1.5	myspec	u	0	119	273
	myspec:LP-HYS			-40.71	-0.8286	273	myspec:LP-HYS120	LP-HYS	g	119	pmagpy-4.1.5	myspec	u	0	120	273
	myspec:LP-HYS			-40.95	-0.8457	273	myspec:LP-HYS121	LP-HYS	g	120	pmagpy-4.1.5	myspec	u	0	121	273
	myspec:LP-HYS			-41.23	-0.8629	273	myspec:LP-HYS122	LP-HYS	g	121	pmagpy-4.1.5	myspec	u	0	122	273
	myspec:LP-HYS			-41.52	-0.88	273	myspec:LP-HYS123	LP-HYS	g	122	pmagpy-4.1.5	myspec	u	0	123	273
	myspec:LP-HYS			-41.71	-0.8972	273	myspec:LP-HYS124	LP-HYS	g	123	pmagpy-4.1.5	myspec	u	0	124	273
	myspec:LP-HYS			-42.02	-0.9143	273	myspec:LP-HYS125	LP-HYS	g	124	pmagpy-4.1.5	myspec	u	0	125	273
	myspec:LP-HYS			-42.24	-0.9315	273	myspec:LP-HYS126	LP-HYS	g	125	pmagpy-4.1.5	myspec	u	0	126	273
	myspec:LP-HYS			-42.48	-0.9486	273	myspec:LP-HYS127	LP-HYS	g	126	pmagpy-4.1.5	myspec	u	0	127	273
	myspec:LP-HYS			-42.76	-0.9657	273	myspec:LP-HYS128	LP-HYS	g	127	pmagpy-4.1.5	myspec	u	0	128	273
	myspec:LP-HYS			-43.02	-0.983	273	myspec:LP-HYS129	LP-HYS	g	128	pmagpy-4.1.5	myspec	u	0	129	273
	myspec:LP-HYS			-43.26	-1.0	273	myspec:LP-HYS130	LP-HYS	g	129	pmagpy-4.1.5	myspec	u	0	130	273
	myspec:LP-HYS			-43.5	-1.0170000000000001	273	myspec:LP-HYS131	LP-HYS	g	130	pmagpy-4.1.5	myspec	u	0	131	273
	myspec:LP-HYS			-43.78	-1.034	273	myspec:LP-HYS132	LP-HYS	g	131	pmagpy-4.1.5	myspec	u	0	132	273
	myspec:LP-HYS			-44.01	-1.051	273	myspec:LP-HYS133	LP-HYS	g	132	pmagpy-4.1.5	myspec	u	0	133	273
	myspec:LP-HYS			-44.2	-1.068	273	myspec:LP-HYS134	LP-HYS	g	133	pmagpy-4.1.5	myspec	u	0	134	273
	myspec:LP-HYS			-44.48	-1.0859999999999999	273	myspec:LP-HYS135	LP-HYS	g	134	pmagpy-4.1.5	myspec	u	0	135	273
	myspec:LP-HYS			-44.74	-1.103	273	myspec:LP-HYS136	LP-HYS	g	135	pmagpy-4.1.5	myspec	u	0	136	273
	myspec:LP-HYS			-44.96	-1.12	273	myspec:LP-HYS137	LP-HYS	g	136	pmagpy-4.1.5	myspec	u	0	137	273
	myspec:LP-HYS			-45.27	-1.137	273	myspec:LP-HYS138	LP-HYS	g	137	pmagpy-4.1.5	myspec	u	0	138	273
	myspec:LP-HYS			-45.42	-1.1540000000000001	273	myspec:LP-HYS139	LP-HYS	g	138	pmagpy-4.1.5	myspec	u	0	139	273
	myspec:LP-HYS			-45.71	-1.171	273	myspec:LP-HYS140	LP-HYS	g	139	pmagpy-4.1.5	myspec	u	0	140	273
	myspec:LP-HYS			-45.86	-1.188	273	myspec:LP-HYS141	LP-HYS	g	140	pmagpy-4.1.5	myspec	u	0	141	273
	myspec:LP-HYS			-46.13	-1.202	273	myspec:LP-HYS142	LP-HYS	g	141	pmagpy-4.1.5	myspec	u	0	142	273
	myspec:LP-HYS			-46.12	-1.202	273	myspec:LP-HYS143	LP-HYS	g	142	pmagpy-4.1.5	myspec	u	0	143	273
	myspec:LP-HYS			-45.99	-1.197	273	myspec:LP-HYS144	LP-HYS	g	143	pmagpy-4.1.5	myspec	u	0	144	273
	myspec:LP-HYS			-45.78	-1.18	273	myspec:LP-HYS145	LP-HYS	g	144	pmagpy-4.1.5	myspec	u	0	145	273
	myspec:LP-HYS			-45.61	-1.163	273	myspec:LP-HYS146	LP-HYS	g	145	pmagpy-4.1.5	myspec	u	0	146	273
	myspec:LP-HYS			-45.33	-1.146	273	myspec:LP-HYS147	LP-HYS	g	146	pmagpy-4.1.5	myspec	u	0	147	273
	myspec:LP-HYS			-45.15	-1.129	273	myspec:LP-HYS148	LP-HYS	g	147	pmagpy-4.1.5	myspec	u	0	148	273
	myspec:LP-HYS			-44.96	-1.111	273	myspec:LP-HYS149	LP-HYS	g	148	pmagpy-4.1.5	myspec	u	0	149	273
	myspec:LP-HYS			-44.66	-1.094	273	myspec:LP-HYS150	LP-HYS	g	149	pmagpy-4.1.5	myspec	u	0	150	273
	myspec:LP-HYS			-44.4	-1.077	273	myspec:LP-HYS151	LP-HYS	g	150	pmagpy-4.1.5	myspec	u	0	151	273
	myspec:LP-HYS			-44.11	-1.06	273	myspec:LP-HYS152	LP-HYS	g	151	pmagpy-4.1.5	myspec	u	0	152	273
	myspec:LP-HYS			-43.91	-1.043	273	myspec:LP-HYS153	LP-HYS	g	152	pmagpy-4.1.5	myspec	u	0	153	273
	myspec:LP-HYS			-43.62	-1.025	273	myspec:LP-HYS154	LP-HYS	g	153	pmagpy-4.1.5	myspec	u	0	154	273
	myspec:LP-HYS			-43.45	-1.008	273	myspec:LP-HYS155	LP-HYS	g	154	pmagpy-4.1.5	myspec	u	0	155	273
	myspec:LP-HYS			-43.22	-0.9911	273	myspec:LP-HYS156	LP-HYS	g	155	pmagpy-4.1.5	myspec	u	0	156	273
	myspec:LP-HYS			-42.96	-0.974	273	myspec:LP-HYS157	LP-HYS	g	156	pmagpy-4.1.5	myspec	u	0	157	273
	myspec:LP-HYS			-42.73	-0.9567	273	myspec:LP-HYS158	LP-HYS	g	157	pmagpy-4.1.5	myspec	u	0	158	273
	myspec:LP-HYS			-42.46	-0.9396	273	myspec:LP-HYS159	LP-HYS	g	158	pmagpy-4.1.5	myspec	u	0	159	273
	myspec:LP-HYS			-42.18	-0.9224	273	myspec:LP-HYS160	LP-HYS	g	159	pmagpy-4.1.5	myspec	u	0	160	273
	myspec:LP-HYS			-41.94	-0.9052	273	myspec:LP-HYS161	LP-HYS	g	160	pmagpy-4.1.5	myspec	u	0	161	273
	myspec:LP-HYS			-41.66	-0.888	273	myspec:LP-HYS162	LP-HYS	g	161	pmagpy-4.1.5	myspec	u	0	162	273
	myspec:LP-HYS			-41.4	-0.8709	273	myspec:LP-HYS163	LP-HYS	g	162	pmagpy-4.1.5	myspec	u	0	163	273
	myspec:LP-HYS			-41.16	-0.8538	273	myspec:LP-HYS164	LP-HYS	g	163	pmagpy-4.1.5	myspec	u	0	164	273
	myspec:LP-HYS			-40.93	-0.8366	273	myspec:LP-HYS165	LP-HYS	g	164	pmagpy-4.1.5	myspec	u	0	165	273
	myspec:LP-HYS			-40.68	-0.8195	273	myspec:LP-HYS166	LP-HYS	g	165	pmagpy-4.1.5	myspec	u	0	166	273
	myspec:LP-HYS			-40.38	-0.8022	273	myspec:LP-HYS167	LP-HYS	g	166	pmagpy-4.1.5	myspec	u	0	167	273
	myspec:LP-HYS			-40.13	-0.7851	273	myspec:LP-HYS168	LP-HYS	g	167	pmagpy-4.1.5	myspec	u	0	168	273
	myspec:LP-HYS			-39.83	-0.7679	273	myspec:LP-HYS169	LP-HYS	g	168	pmagpy-4.1.5	myspec	u	0	169	273
	myspec:LP-HYS			-39.54	-0.7508	273	myspec:LP-HYS170	LP-HYS	g	169	pmagpy-4.1.5	myspec	u	0	170	273
	myspec:LP-HYS			-39.26	-0.7335	273	myspec:LP-HYS171	LP-HYS	g	170	pmagpy-4.1.5	myspec	u	0	171	273
	myspec:LP-HYS			-39.02	-0.7164	273	myspec:LP-HYS172	LP-HYS	g	171	pmagpy-4.1.5	myspec	u	0	172	273
	myspec:LP-HYS			-38.73	-0.6992	273	myspec:LP-HYS173	LP-HYS	g	172	pmagpy-4.1.5	myspec	u	0	173	273
	myspec:LP-HYS			-38.42	-0.6821	273	myspec:LP-HYS174	LP-HYS	g	173	pmagpy-4.1.5	myspec	u	0	174	273
	myspec:LP-HYS			-38.2	-0.6648	273	myspec:LP-HYS175	LP-HYS	g	174	pmagpy-4.1.5	myspec	u	0	175	273
	myspec:LP-HYS			-37.88	-0.6477	273	myspec:LP-HYS176	LP-HYS	g	175	pmagpy-4.1.5	myspec	u	0	176	273
	myspec:LP-HYS			-37.57	-0.6305	273	myspec:LP-HYS177	LP-HYS	g	176	pmagpy-4.1.5	myspec	u	0	177	273
	myspec:LP-HYS			-37.29	-0.6134	273	myspec:LP-HYS178	LP-HYS	g	177	pmagpy-4.1.5	myspec	u	0	178	273
	myspec:LP-HYS			-36.97	-0.5961	273	myspec:LP-HYS179	LP-HYS	g	178	pmagpy-4.1.5	myspec	u	0	179	273
	myspec:LP-HYS			-36.68	-0.579	273	myspec:LP-HYS180	LP-HYS	g	179	pmagpy-4.1.5	myspec	u	0	180	273
	myspec:LP-HYS			-36.33	-0.5617	273	myspec:LP-HYS181	LP-HYS	g	180	pmagpy-4.1.5	myspec	u	0	181	273
	myspec:LP-HYS			-36.02	-0.5447	273	myspec:LP-HYS182	LP-HYS	g	181	pmagpy-4.1.5	myspec	u	0	182	273
	myspec:LP-HYS			-35.67	-0.5274	273	myspec:LP-HYS183	LP-HYS	g	182	pmagpy-4.1.5	myspec	u	0	183	273
	myspec:LP-HYS			-35.36	-0.5103	273	myspec:LP-HYS184	LP-HYS	g	183	pmagpy-4.1.5	myspec	u	0	184	273
	myspec:LP-HYS			-34.98	-0.4932	273	myspec:LP-HYS185	LP-HYS	g	184	pmagpy-4.1.5	myspec	u	0	185	273
	myspec:LP-HYS			-34.7	-0.476	273	myspec:LP-HYS186	LP-HYS	g	185	pmagpy-4.1.5	myspec	u	0	186	273
	myspec:LP-HYS			-34.34	-0.4587	273	myspec:LP-HYS187	LP-HYS	g	186	pmagpy-4.1.5	myspec	u	0	187	273
	myspec:LP-HYS			-33.94	-0.4416	273	myspec:LP-HYS188	LP-HYS	g	187	pmagpy-4.1.5	myspec	u	0	188	273
	myspec:LP-HYS			-33.53	-0.4245	273	myspec:LP-HYS189	LP-HYS	g	188	pmagpy-4.1.5	myspec	u	0	189	273
	myspec:LP-HYS			-33.13	-0.4074	273	myspec:LP-HYS190	LP-HYS	g	189	pmagpy-4.1.5	myspec	u	0	190	273
	myspec:LP-HYS			-32.73	-0.3901	273	myspec:LP-HYS191	LP-HYS	g	190	pmagpy-4.1.5	myspec	u	0	191	273
	myspec:LP-HYS			-32.29	-0.3729	273	myspec:LP-HYS192	LP-HYS	g	191	pmagpy-4.1.5	myspec	u	0	192	273
	myspec:LP-HYS			-31.85	-0.3558	273	myspec:LP-HYS193	LP-HYS	g	192	pmagpy-4.1.5	myspec	u	0	193	273
	myspec:LP-HYS			-31.37	-0.3387	273	myspec:LP-HYS194	LP-HYS	g	193	pmagpy-4.1.5	myspec	u	0	194	273
