tab	measurements
description	experiment	institution	instrument_codes	magn_moment	meas_field_dc	meas_temp	measurement	method_codes	quality	sequence	software_packages	specimen	standard	treat_dc_field	treat_step_num	treat_temp
	myspec:LP-HYS			-30.88	-0.3215	273	myspec:LP-HYS195	LP-HYS	g	194	pmagpy-4.1.5	myspec	u	0	195	273
	myspec:LP-HYS			-30.35	-0.3044	273	myspec:LP-HYS196	LP-HYS	g	195	pmagpy-4.1.5	myspec	u	0	196	273
	myspec:LP-HYS			-29.79	-0.2873	273	myspec:LP-HYS197	LP-HYS	g	196	pmagpy-4.1.5	myspec	u	0	197	273
	myspec:LP-HYS			-29.16	-0.27	273	myspec:LP-HYS198	LP-HYS	g	197	pmagpy-4.1.5	myspec	u	0	198	273
	myspec:LP-HYS			-28.54	-0.2529	273	myspec:LP-HYS199	LP-HYS	g	198	pmagpy-4.1.5	myspec	u	0	199	273
	myspec:LP-HYS			-27.84	-0.2358	273	myspec:LP-HYS200	LP-HYS	g	199	pmagpy-4.1.5	myspec	u	0	200	273
	myspec:LP-HYS			-27.06	-0.2186	273	myspec:LP-HYS201	LP-HYS	g	200	pmagpy-4.1.5	myspec	u	0	201	273
	myspec:LP-HYS			-26.23	-0.2015	273	myspec:LP-HYS202	LP-HYS	g	201	pmagpy-4.1.5	myspec	u	0	202	273
	myspec:LP-HYS			-25.35	-0.1842	273	myspec:LP-HYS203	LP-HYS	g	202	pmagpy-4.1.5	myspec	u	0	203	273
	myspec:LP-HYS			-24.35	-0.1671	273	myspec:LP-HYS204	LP-HYS	g	203	pmagpy-4.1.5	myspec	u	0	204	273
	myspec:LP-HYS			-23.29	-0.1499	273	myspec:LP-HYS205	LP-HYS	g	204	pmagpy-4.1.5	myspec	u	0	205	273
	myspec:LP-HYS			-22.04	-0.1328	273	myspec:LP-HYS206	LP-HYS	g	205	pmagpy-4.1.5	myspec	u	0	206	273
	myspec:LP-HYS			-20.68	-0.1155	273	myspec:LP-HYS207	LP-HYS	g	206	pmagpy-4.1.5	myspec	u	0	207	273
	myspec:LP-HYS			-19.18	-0.0984	273	myspec:LP-HYS208	LP-HYS	g	207	pmagpy-4.1.5	myspec	u	0	208	273
	myspec:LP-HYS			-17.5	-0.08115	273	myspec:LP-HYS209	LP-HYS	g	208	pmagpy-4.1.5	myspec	u	0	209	273
	myspec:LP-HYS			-15.58	-0.06405	273	myspec:LP-HYS210	LP-HYS	g	209	pmagpy-4.1.5	myspec	u	0	210	273
	myspec:LP-HYS			-13.39	-0.04695	273	myspec:LP-HYS211	LP-HYS	g	210	pmagpy-4.1.5	myspec	u	0	211	273
	myspec:LP-HYS			-10.83	-0.0297	273	myspec:LP-HYS212	LP-HYS	g	211	pmagpy-4.1.5	myspec	u	0	212	273
	myspec:LP-HYS			-7.782	-0.0126	273	myspec:LP-HYS213	LP-HYS	g	212	pmagpy-4.1.5	myspec	u	0	213	273
	myspec:LP-HYS			-3.92	0.00465	273	myspec:LP-HYS214	LP-HYS	g	213	pmagpy-4.1.5	myspec	u	0	214	273
	myspec:LP-HYS			0.775	0.02175	273	myspec:LP-HYS215	LP-HYS	g	214	pmagpy-4.1.5	myspec	u	0	215	273
	myspec:LP-HYS			5.117	0.03885	273	myspec:LP-HYS216	LP-HYS	g	215	pmagpy-4.1.5	myspec	u	0	216	273
	myspec:LP-HYS			8.933	0.0561	273	myspec:LP-HYS217	LP-HYS	g	216	pmagpy-4.1.5	myspec	u	0	217	273
	myspec:LP-HYS			12.19	0.0732	273	myspec:LP-HYS218	LP-HYS	g	217	pmagpy-4.1.5	myspec	u	0	218	273
	myspec:LP-HYS			15.0	0.09045	273	myspec:LP-HYS219	LP-HYS	g	218	pmagpy-4.1.5	myspec	u	0	219	273
	myspec:LP-HYS			17.41	0.1076	273	myspec:LP-HYS220	LP-HYS	g	219	pmagpy-4.1.5	myspec	u	0	220	273
	myspec:LP-HYS			19.43	0.1247	273	myspec:LP-HYS221	LP-HYS	g	220	pmagpy-4.1.5	myspec	u	0	221	273
	myspec:LP-HYS			21.21	0.1419	273	myspec:LP-HYS222	LP-HYS	g	221	pmagpy-4.1.5	myspec	u	0	222	273
	myspec:LP-HYS			22.73	0.159	273	myspec:LP-HYS223	LP-HYS	g	222	pmagpy-4.1.5	myspec	u	0	223	273
	myspec:LP-HYS			23.99	0.1763	273	myspec:LP-HYS224	LP-HYS	g	223	pmagpy-4.1.5	myspec	u	0	224	273
	myspec:LP-HYS			25.13	0.1934	273	myspec:LP-HYS225	LP-HYS	g	224	pmagpy-4.1.5	myspec	u	0	225	273
	myspec:LP-HYS			26.15	0.2104	273	myspec:LP-HYS226	LP-HYS	g	225	pmagpy-4.1.5	myspec	u	0	226	273
	myspec:LP-HYS			27.07	0.2277	273	myspec:LP-HYS227	LP-HYS	g	226	pmagpy-4.1.5	myspec	u	0	227	273
	myspec:LP-HYS			27.88	0.245	273	myspec:LP-HYS228	LP-HYS	g	227	pmagpy-4.1.5	myspec	u	0	228	273
	myspec:LP-HYS			28.57	0.2621	273	myspec:LP-HYS229	LP-HYS	g	228	pmagpy-4.1.5	myspec	u	0	229	273
	myspec:LP-HYS			29.27	0.2792	273	myspec:LP-HYS230	LP-HYS	g	229	pmagpy-4.1.5	myspec	u	0	230	273
	myspec:LP-HYS			29.9	0.2964	273	myspec:LP-HYS231	LP-HYS	g	230	pmagpy-4.1.5	myspec	u	0	231	273
	myspec:LP-HYS			30.5	0.3135	273	myspec:LP-HYS232	LP-HYS	g	231	pmagpy-4.1.5	myspec	u	0	232	273
	myspec:LP-HYS			31.03	0.3306	273	myspec:LP-HYS233	LP-HYS	g	232	pmagpy-4.1.5	myspec	u	0	233	273
	myspec:LP-HYS			31.54	0.3478	273	myspec:LP-HYS234	LP-HYS	g	233	pmagpy-4.1.5	myspec	u	0	234	273
	myspec:LP-HYS			32.0	0.3649	273	myspec:LP-HYS235	LP-HYS	g	234	pmagpy-4.1.5	myspec	u	0	235	273
	myspec:LP-HYS			32.48	0.3822	273	myspec:LP-HYS236	LP-HYS	g	235	pmagpy-4.1.5	myspec	u	0	236	273
	myspec:LP-HYS			32.93	0.3993	273	myspec:LP-HYS237	LP-HYS	g	236	pmagpy-4.1.5	myspec	u	0	237	273
	myspec:LP-HYS			33.33	0.4164	273	myspec:LP-HYS238	LP-HYS	g	237	pmagpy-4.1.5	myspec	u	0	238	273
	myspec:LP-HYS			33.71	0.4337	273	myspec:LP-HYS239	LP-HYS	g	238	pmagpy-4.1.5	myspec	u	0	239	273
	myspec:LP-HYS			34.1	0.4508	273	myspec:LP-HYS240	LP-HYS	g	239	pmagpy-4.1.5	myspec	u	0	240	273
	myspec:LP-HYS			34.52	0.4679	273	myspec:LP-HYS241	LP-HYS	g	240	pmagpy-4.1.5	myspec	u	0	241	273
	myspec:LP-HYS			34.85	0.4851	273	myspec:LP-HYS242	LP-HYS	g	241	pmagpy-4.1.5	myspec	u	0	242	273
	myspec:LP-HYS			35.23	0.5022	273	myspec:LP-HYS243	LP-HYS	g	242	pmagpy-4.1.5	myspec	u	0	243	273
	myspec:LP-HYS			35.51	0.5193	273	myspec:LP-HYS244	LP-HYS	g	243	pmagpy-4.1.5	myspec	u	0	244	273
	myspec:LP-HYS			35.88	0.5365	273	myspec:LP-HYS245	LP-HYS	g	244	pmagpy-4.1.5	myspec	u	0	245	273
	myspec:LP-HYS			36.16	0.5536	273	myspec:LP-HYS246	LP-HYS	g	245	pmagpy-4.1.5	myspec	u	0	246	273
	myspec:LP-HYS			36.52	0.5709	273	myspec:LP-HYS247	LP-HYS	g	246	pmagpy-4.1.5	myspec	u	0	247	273
	myspec:LP-HYS			36.88	0.588	273	myspec:LP-HYS248	LP-HYS	g	247	pmagpy-4.1.5	myspec	u	0	248	273
	myspec:LP-HYS			37.16	0.6053	273	myspec:LP-HYS249	LP-HYS	g	248	pmagpy-4.1.5	myspec	u	0	249	273
	myspec:LP-HYS			37.46	0.6224	273	myspec:LP-HYS250	LP-HYS	g	249	pmagpy-4.1.5	myspec	u	0	250	273
	myspec:LP-HYS			37.75	0.6396	273	myspec:LP-HYS251	LP-HYS	g	250	pmagpy-4.1.5	myspec	u	0	251	273
	myspec:LP-HYS			38.0	0.6567	273	myspec:LP-HYS252	LP-HYS	g	251	pmagpy-4.1.5	myspec	u	0	252	273
	myspec:LP-HYS			38.32	0.6738	273	myspec:LP-HYS253	LP-HYS	g	252	pmagpy-4.1.5	myspec	u	0	253	273
	myspec:LP-HYS			38.63	0.6911	273	myspec:LP-HYS254	LP-HYS	g	253	pmagpy-4.1.5	myspec	u	0	254	273
	myspec:LP-HYS			38.86	0.7082	273	myspec:LP-HYS255	LP-HYS	g	254	pmagpy-4.1.5	myspec	u	0	255	273
	myspec:LP-HYS			39.18	0.7254	273	myspec:LP-HYS256	LP-HYS	g	255	pmagpy-4.1.5	myspec	u	0	256	273
	myspec:LP-HYS			39.44	0.7425	273	myspec:LP-HYS257	LP-HYS	g	256	pmagpy-4.1.5	myspec	u	0	257	273
	myspec:LP-HYS			39.72	0.7596	273	myspec:LP-HYS258	LP-HYS	g	257	pmagpy-4.1.5	myspec	u	0	258	273
	myspec:LP-HYS			39.97	0.7769	273	myspec:LP-HYS259	LP-HYS	g	258	pmagpy-4.1.5	myspec	u	0	259	273
	myspec:LP-HYS			40.26	0.794	273	myspec:LP-HYS260	LP-HYS	g	259	pmagpy-4.1.5	myspec	u	0	260	273
	myspec:LP-HYS			40.56	0.8111	273	myspec:LP-HYS261	LP-HYS	g	260	pmagpy-4.1.5	myspec	u	0	261	273
	myspec:LP-HYS			40.77	0.8283	273	myspec:LP-HYS262	LP-HYS	g	261	pmagpy-4.1.5	myspec	u	0	262	273
	myspec:LP-HYS			41.08	0.8454	273	myspec:LP-HYS263	LP-HYS	g	262	pmagpy-4.1.5	myspec	u	0	263	273
	myspec:LP-HYS			41.34	0.8625	273	myspec:LP-HYS264	LP-HYS	g	263	pmagpy-4.1.5	myspec	u	0	264	273
	myspec:LP-HYS			41.59	0.8798	273	myspec:LP-HYS265	LP-HYS	g	264	pmagpy-4.1.5	myspec	u	0	265	273
	myspec:LP-HYS			41.9	0.8969	273	myspec:LP-HYS266	LP-HYS	g	265	pmagpy-4.1.5	myspec	u	0	266	273
	myspec:LP-HYS			42.11	0.914	273	myspec:LP-HYS267	LP-HYS	g	266	pmagpy-4.1.5	myspec	u	0	267	273
	myspec:LP-HYS			42.33	0.9311	273	myspec:LP-HYS268	LP-HYS	g	267	pmagpy-4.1.5	myspec	u	0	268	273
	myspec:LP-HYS			42.6	0.9483	273	myspec:LP-HYS269	LP-HYS	g	268	pmagpy-4.1.5	myspec	u	0	269	273
	myspec:LP-HYS			42.83	0.9654	273	myspec:LP-HYS270	LP-HYS	g	269	pmagpy-4.1.5	myspec	u	0	270	273
	myspec:LP-HYS			43.12	0.9825	273	myspec:LP-HYS271	LP-HYS	g	270	pmagpy-4.1.5	myspec	u	0	271	273
	myspec:LP-HYS			43.46	0.9996	273	myspec:LP-HYS272	LP-HYS	g	271	pmagpy-4.1.5	myspec	u	0	272	273
	myspec:LP-HYS			43.62	1.0170000000000001	273	myspec:LP-HYS273	LP-HYS	g	272	pmagpy-4.1.5	myspec	u	0	273	273
	myspec:LP-HYS			43.87	1.034	273	myspec:LP-HYS274	LP-HYS	g	273	pmagpy-4.1.5	myspec	u	0	274	273
	myspec:LP-HYS			44.11	1.051	273	myspec:LP-HYS275	LP-HYS	g	274	pmagpy-4.1.5	myspec	u	0	275	273
	myspec:LP-HYS			44.32	1.068	273	myspec:LP-HYS276	LP-HYS	g	275	pmagpy-4.1.5	myspec	u	0	276	273
	myspec:LP-HYS			44.66	1.085	273	myspec:LP-HYS277	LP-HYS	g	276	pmagpy-4.1.5	myspec	u	0	277	273
	myspec:LP-HYS			44.8	1.102	273	myspec:LP-HYS278	LP-HYS	g	277	pmagpy-4.1.5	myspec	u	0	278	273
	myspec:LP-HYS			45.08	1.119	273	myspec:LP-HYS279	LP-HYS	g	278	pmagpy-4.1.5	myspec	u	0	279	273
	myspec:LP-HYS			45.33	1.136	273	myspec:LP-HYS280	LP-HYS	g	279	pmagpy-4.1.5	myspec	u	0	280	273
	myspec:LP-HYS			45.55	1.153	273	myspec:LP-HYS281	LP-HYS	g	280	pmagpy-4.1.5	myspec	u	0	281	273
	myspec:LP-HYS			45.88	1.171	273	myspec:LP-HYS282	LP-HYS	g	281	pmagpy-4.1.5	myspec	u	0	282	273
	myspec:LP-HYS			46.05	1.188	273	myspec:LP-HYS283	LP-HYS	g	282	pmagpy-4.1.5	myspec	u	0	283	273
	myspec:LP-HYS			46.2	1.2009999999999998	273	myspec:LP-HYS284	LP-HYS	g	283	pmagpy-4.1.5	myspec	u	0	284	273
	myspec:LP-HYS			5.685	0.0	273	myspec:LP-HYS1	LP-HYS	g	0	pmagpy-4.1.5	myspec	u	0	1	273
	myspec:LP-HYS			-2.295	-0.03	273	myspec:LP-HYS2	LP-HYS	g	1	pmagpy-4.1.5	myspec	u	0	2	273
	myspec:LP-HYS			-9.187999999999999	-0.06	273	myspec:LP-HYS3	LP-HYS	g	2	pmagpy-4.1.5	myspec	u	0	3	273
	myspec:LP-HYS			-14.58	-0.0906	273	myspec:LP-HYS4	LP-HYS	g	3	pmagpy-4.1.5	myspec	u	0	4	273
	myspec:LP-HYS			-18.63	-0.1205	273	myspec:LP-HYS5	LP-HYS	g	4	pmagpy-4.1.5	myspec	u	0	5	273
	myspec:LP-HYS			-21.64	-0.1505	273	myspec:LP-HYS6	LP-HYS	g	5	pmagpy-4.1.5	myspec	u	0	6	273
	myspec:LP-HYS			-24.04	-0.1804	273	myspec:LP-HYS7	LP-HYS	g	6	pmagpy-4.1.5	myspec	u	0	7	273
	myspec:LP-HYS			-25.89	-0.2103	273	myspec:LP-HYS8	LP-HYS	g	7	pmagpy-4.1.5	myspec	u	0	8	273
	myspec:LP-HYS			-27.42	-0.2402	273	myspec:LP-HYS9	LP-HYS	g	8	pmagpy-4.1.5	myspec	u	0	9	273
	myspec:LP-HYS			-28.72	-0.2707	273	myspec:LP-HYS10	LP-HYS	g	9	pmagpy-4.1.5	myspec	u	0	10	273
	myspec:LP-HYS			-29.83	-0.3006	273	myspec:LP-HYS11	LP-HYS	g	10	pmagpy-4.1.5	myspec	u	0	11	273
	myspec:LP-HYS			-30.79	-0.3306	273	myspec:LP-HYS12	LP-HYS	g	11	pmagpy-4.1.5	myspec	u	0	12	273
	myspec:LP-HYS			-31.64	-0.3604	273	myspec:LP-HYS13	LP-HYS	g	12	pmagpy-4.1.5	myspec	u	0	13	273
	myspec:LP-HYS			-32.45	-0.3905	273	myspec:LP-HYS14	LP-HYS	g	13	pmagpy-4.1.5	myspec	u	0	14	273
	myspec:LP-HYS			-33.17	-0.4205	273	myspec:LP-HYS15	LP-HYS	g	14	pmagpy-4.1.5	myspec	u	0	15	273
	myspec:LP-HYS			-33.87	-0.4509	273	myspec:LP-HYS16	LP-HYS	g	15	pmagpy-4.1.5	myspec	u	0	16	273
	myspec:LP-HYS			-34.53	-0.4808	273	myspec:LP-HYS17	LP-HYS	g	16	pmagpy-4.1.5	myspec	u	0	17	273
	myspec:LP-HYS			-35.08	-0.5108	273	myspec:LP-HYS18	LP-HYS	g	17	pmagpy-4.1.5	myspec	u	0	18	273
	myspec:LP-HYS			-35.72	-0.5408	273	myspec:LP-HYS19	LP-HYS	g	18	pmagpy-4.1.5	myspec	u	0	19	273
	myspec:LP-HYS			-36.26	-0.5706	273	myspec:LP-HYS20	LP-HYS	g	19	pmagpy-4.1.5	myspec	u	0	20	273
	myspec:LP-HYS			-36.79	-0.6012	273	myspec:LP-HYS21	LP-HYS	g	20	pmagpy-4.1.5	myspec	u	0	21	273
	myspec:LP-HYS			-37.31	-0.6312	273	myspec:LP-HYS22	LP-HYS	g	21	pmagpy-4.1.5	myspec	u	0	22	273
	myspec:LP-HYS			-37.82	-0.6612	273	myspec:LP-HYS23	LP-HYS	g	22	pmagpy-4.1.5	myspec	u	0	23	273
	myspec:LP-HYS			-38.24	-0.6911	273	myspec:LP-HYS24	LP-HYS	g	23	pmagpy-4.1.5	myspec	u	0	24	273
	myspec:LP-HYS			-38.87	-0.7211	273	myspec:LP-HYS25	LP-HYS	g	24	pmagpy-4.1.5	myspec	u	0	25	273
	myspec:LP-HYS			-39.23	-0.7509	273	myspec:LP-HYS26	LP-HYS	g	25	pmagpy-4.1.5	myspec	u	0	26	273
	myspec:LP-HYS			-39.68	-0.7813	273	myspec:LP-HYS27	LP-HYS	g	26	pmagpy-4.1.5	myspec	u	0	27	273
	myspec:LP-HYS			-40.07	-0.8114	273	myspec:LP-HYS28	LP-HYS	g	27	pmagpy-4.1.5	myspec	u	0	28	273
	myspec:LP-HYS			-40.55	-0.8414	273	myspec:LP-HYS29	LP-HYS	g	28	pmagpy-4.1.5	myspec	u	0	29	273
	myspec:LP-HYS			-40.91	-0.8712	273	myspec:LP-HYS30	LP-HYS	g	29	pmagpy-4.1.5	myspec	u	0	30	273
	myspec:LP-HYS			-41.34	-0.9012	273	myspec:LP-HYS31	LP-HYS	g	30	pmagpy-4.1.5	myspec	u	0	31	273
	myspec:LP-HYS			-41.76	-0.9311	273	myspec:LP-HYS32	LP-HYS	g	31	pmagpy-4.1.5	myspec	u	0	32	273
	myspec:LP-HYS			-42.23	-0.9615	273	myspec:LP-HYS33	LP-HYS	g	32	pmagpy-4.1.5	myspec	u	0	33	273
	myspec:LP-HYS			-42.62	-0.9915	273	myspec:LP-HYS34	LP-HYS	g	33	pmagpy-4.1.5	myspec	u	0	34	273
	myspec:LP-HYS			-42.88	-1.022	273	myspec:LP-HYS35	LP-HYS	g	34	pmagpy-4.1.5	myspec	u	0	35	273
	myspec:LP-HYS			-43.55	-1.051	273	myspec:LP-HYS36	LP-HYS	g	35	pmagpy-4.1.5	myspec	u	0	36	273
	myspec:LP-HYS			-43.77	-1.081	273	myspec:LP-HYS37	LP-HYS	g	36	pmagpy-4.1.5	myspec	u	0	37	273
	myspec:LP-HYS			-44.2	-1.111	273	myspec:LP-HYS38	LP-HYS	g	37	pmagpy-4.1.5	myspec	u	0	38	273
	myspec:LP-HYS			-44.59	-1.1420000000000001	273	myspec:LP-HYS39	LP-HYS	g	38	pmagpy-4.1.5	myspec	u	0	39	273
	myspec:LP-HYS			-44.98	-1.172	273	myspec:LP-HYS40	LP-HYS	g	39	pmagpy-4.1.5	myspec	u	0	40	273
	myspec:LP-HYS			-45.27	-1.202	273	myspec:LP-HYS41	LP-HYS	g	40	pmagpy-4.1.5	myspec	u	0	41	273
